name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,0,0.019272016948088916,0.0,,0.9852866735143795,0.0,2.475,1.0,True,,0.0,55.0
,1,-0.0004562415819615133,0.0,,0.904870432726211,0.0,0.135,1.0,True,,1.0,3.0
,2,0.004754716933538156,0.0,,0.9275426157793479,0.0,1.87001,1.0,True,,2.0,41.0
,4,0.02897987832427025,0.0,,0.8970382535457612,0.0,0.585,1.0,True,,3.0,13.0
,5,-0.051893171668052684,0.0,,0.8595467426971819,0.0,5.9625,1.0,True,,4.0,75.0
,7,0.1005066604167223,0.0,,0.8631398756172921,0.0,6.75,1.0,True,,5.0,150.0
,8,0.14954636616706846,0.0,,0.6310461683213335,0.0,9.6195,1.0,True,,6.0,121.0
,9,0.012361391544342043,0.0,,0.8752047425754967,0.0,0.22805,1.0,True,,7.0,5.0
,11,0.6165411870333919,0.0,,0.9940709152706201,0.0,29.9715,1.0,True,,8.0,377.0
,12,0.02593921922765491,0.0,,0.9535954337835939,0.0,0.82098,1.0,True,,9.0,18.0
,13,-0.0002801087945148231,0.0,,0.958385861007422,0.0,0.4561,1.0,False,,10.0,10.0
,14,0.013286718133926359,0.0,,0.9759365895837546,0.0,1.408,1.0,True,,11.0,22.0
,15,0.01568984000000001,0.0,,1.0,0.0,1.96123,1.0,True,,12.0,43.0
,16,0.03938226385116578,0.0,,0.8881511398255825,0.0,2.688,1.0,True,,13.0,42.0
,17,0.034947193397537504,0.0,,0.9923784366631242,0.0,1.23147,1.0,True,,14.0,27.0
,18,0.004095980581641198,0.0,,0.8103405969010459,0.0,0.135,1.0,True,,15.0,3.0
,19,-0.0014023147853910924,0.0,,0.9597944157391322,0.0,0.128,1.0,True,,16.0,2.0
,22,0.0025579184019193096,0.0,,0.9502237718589605,0.0,0.27,1.0,True,,17.0,6.0
,24,-0.007332784130489456,0.0,,0.9393415402574466,0.0,0.27,1.0,True,,18.0,6.0
,26,0.0010356917772442187,0.0,,0.9695572636475166,0.0,0.405,1.0,False,,19.0,9.0
,27,0.013504191422462463,0.0,,0.951500747743994,0.0,0.256,1.0,True,,20.0,4.0
,28,0.012771805788576604,0.0,,0.9272387920850887,0.0,1.088,1.0,True,,21.0,17.0
,29,-0.000784344522999381,0.0,,0.9777677444785545,0.0,0.13682999999999998,1.0,True,,22.0,3.0
,30,0.007098058789968491,0.0,,0.9691067516728766,0.0,0.3975,1.0,True,,23.0,5.0
,31,-0.0025707825660705565,0.0,,0.8671631123764709,0.0,0.0795,1.0,True,,24.0,1.0
,32,-0.0006005215371521697,0.0,,0.9773611851410351,0.0,0.13682999999999998,1.0,True,,25.0,3.0
,34,-0.00992852289075264,0.0,,0.9714354866021957,0.0,0.477,1.0,True,,26.0,6.0
,37,0.017827118551731108,0.0,,0.9575171774948168,0.0,1.113,1.0,True,,27.0,14.0
,40,-0.007740018778573464,0.0,,0.9664666601674581,0.0,0.27365999999999996,1.0,True,,28.0,6.0
,41,0.0020890496283769606,0.0,,0.8765432067791429,0.0,0.31927,1.0,True,,29.0,7.0
,42,0.00502452781200409,0.0,,0.9340780868000454,0.0,0.09,1.0,True,,30.0,2.0
,43,-0.006401238437175681,0.0,,0.9806650541182607,0.0,0.768,1.0,True,,31.0,12.0
,46,0.011532679004158941,0.0,,0.9939691095450627,0.0,1.3226900000000001,1.0,True,,32.0,29.0
,48,-0.018663356183588477,0.0,,0.9470491699795237,0.0,1.152,1.0,True,,33.0,18.0
,49,0.002378851644694799,0.0,,0.9287699789023026,0.0,1.344,1.0,True,,34.0,21.0
,50,0.02322861344218255,0.0,,0.9077324342712667,0.0,1.431,1.0,True,,35.0,18.0
,51,-0.001269904208704823,0.0,,0.9581949766183065,0.0,0.18,1.0,True,,36.0,4.0
,52,-0.020966262936592102,0.0,,0.7118136711090615,0.0,1.59,1.0,True,,37.0,20.0
,53,-0.009320188312530517,0.0,,0.9485930144041776,0.0,0.256,1.0,True,,38.0,4.0
,54,0.0005095958400517693,0.0,,0.9128873920001918,0.0,0.27,1.0,True,,39.0,6.0
,55,-0.009177178249472406,0.0,,0.9577557451389972,0.0,0.31927,1.0,True,,40.0,7.0
,56,0.01974275085926056,0.0,,0.8434134136959911,0.0,0.384,1.0,True,,41.0,6.0
