name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.010794679871684712,0.0,,0.9456907636916981,0.0,0.945,1.0,True,,0.0,21.0
,2,0.0019972864663097556,0.0,,0.96702682299835,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,0.005074205064263107,0.0,,0.974659566402485,0.0,0.8745,1.0,True,,4.0,11.0
,8,-0.001157103275890553,0.0,,0.9589654134219519,0.0,1.305,1.0,True,,5.0,29.0
,9,0.008094149337708953,0.0,,0.7947954079791912,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.000947158781122023,0.0,,0.9760429182944105,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.010999414533376693,0.0,,0.9281404312103396,0.0,0.477,1.0,True,,8.0,6.0
,12,0.01253237752437586,0.0,,0.9788636474383555,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.026035542154312127,0.0,,0.872208282133997,0.0,0.63854,1.0,True,,10.0,14.0
