name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,0,0.11011366277188056,0.0,,0.9869903687967194,0.0,2.475,1.0,True,,0.0,55.0
,1,-0.0038418034564889954,0.0,,0.9495421966186001,0.0,0.135,1.0,True,,1.0,3.0
,2,-0.017681008889526117,0.0,,0.9022949655940202,0.0,1.87001,1.0,True,,2.0,41.0
,4,0.006927268003113565,0.0,,0.9613414837660061,0.0,0.585,1.0,True,,3.0,13.0
,5,-0.10715641833115927,0.0,,0.9677782736551515,0.0,5.9625,1.0,True,,4.0,75.0
,7,-0.17651202294509855,0.0,,0.9548500706748001,0.0,6.75,1.0,True,,5.0,150.0
,8,-0.02334827836520964,0.0,,0.9865728178839639,0.0,9.6195,1.0,False,,6.0,121.0
,9,0.005846488534247886,0.0,,0.9758868714503304,0.0,0.22805,1.0,True,,7.0,5.0
,11,0.0335920542545618,0.0,,0.9991207999017253,0.0,29.9715,1.0,True,,8.0,377.0
,12,-0.013518527394306985,0.0,,0.974033670254687,0.0,0.82098,1.0,True,,9.0,18.0
,13,-0.0009298466531000998,0.0,,0.9417113096840602,0.0,0.4561,1.0,True,,10.0,10.0
,14,0.024716578054428104,0.0,,0.9555543878227472,0.0,1.408,1.0,True,,11.0,22.0
,15,0.11080949499999998,0.0,,1.0,0.0,1.96123,1.0,True,,12.0,43.0
,16,0.023907403743267053,0.0,,0.9196249999999999,0.0,2.688,1.0,True,,13.0,42.0
,17,0.09810512194633485,0.0,,0.644665052292248,0.0,1.23147,1.0,True,,14.0,27.0
,18,-0.00010610428165644566,0.0,,0.9819640423581005,0.0,0.135,1.0,True,,15.0,3.0
,19,-5.4982277378439956e-05,0.0,,0.936070450957981,0.0,0.128,1.0,True,,16.0,2.0
,22,-0.005436605472117658,0.0,,0.9548644241773419,0.0,0.27,1.0,True,,17.0,6.0
,24,0.0006203456863760962,0.0,,0.9172975766162077,0.0,0.27,1.0,True,,18.0,6.0
,26,-0.010221845027245567,0.0,,0.9672608764759368,0.0,0.405,1.0,True,,19.0,9.0
,27,0.009362340342998519,0.0,,0.9928216419648379,0.0,0.256,1.0,True,,20.0,4.0
,28,0.010261419701576235,0.0,,0.8309314519315957,0.0,1.088,1.0,True,,21.0,17.0
,29,0.007723851138353348,0.0,,0.9419485210725232,0.0,0.13682999999999998,1.0,True,,22.0,3.0
,30,0.0012919060452282506,0.0,,0.9812500781012032,0.0,0.3975,1.0,True,,23.0,5.0
,31,-0.0029947380171902473,0.0,,0.933580339406412,0.0,0.0795,1.0,True,,24.0,1.0
,32,0.007760183537006379,0.0,,0.9387140505518262,0.0,0.13682999999999998,1.0,True,,25.0,3.0
,34,-0.010305558508213618,0.0,,0.9638950555383362,0.0,0.477,1.0,True,,26.0,6.0
,37,0.017194978040456776,0.0,,0.9659492165682452,0.0,1.113,1.0,True,,27.0,14.0
,40,-0.0010726953744933931,0.0,,0.924580189379181,0.0,0.27365999999999996,1.0,True,,28.0,6.0
,41,-0.006328465801233543,0.0,,0.9516783261777382,0.0,0.31927,1.0,True,,29.0,7.0
,42,0.0027597436177730587,0.0,,0.9896638179752563,0.0,0.09,1.0,True,,30.0,2.0
,43,0.014900872385501862,0.0,,0.9564021775852889,0.0,0.768,1.0,True,,31.0,12.0
,46,0.04828103118866861,0.0,,0.9927521518183918,0.0,1.3226900000000001,1.0,True,,32.0,29.0
,48,-0.025765527949713117,0.0,,0.9633840903214295,0.0,1.152,1.0,True,,33.0,18.0
,49,-0.001628788226768374,0.0,,0.9502881039979404,0.0,1.344,1.0,True,,34.0,21.0
,50,0.023440438967943192,0.0,,0.9678804604947193,0.0,1.431,1.0,True,,35.0,18.0
,51,-0.0008985957436636067,0.0,,0.929757801424091,0.0,0.18,1.0,True,,36.0,4.0
,52,-0.03866424823626876,0.0,,0.9706828627444851,0.0,1.59,1.0,True,,37.0,20.0
,53,-0.009999271559715271,0.0,,0.9024403454698623,0.0,0.256,1.0,True,,38.0,4.0
,54,0.0018820169270038593,0.0,,0.6999704330629772,0.0,0.27,1.0,True,,39.0,6.0
,55,0.03762136758565947,0.0,,0.0,0.0,0.31927,1.0,False,,40.0,7.0
,56,0.0027564092445373396,0.0,,0.9886781490743161,0.0,0.384,1.0,True,,41.0,6.0
