name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.0022191090958748327,0.0,,0.9570405464845783,0.0,0.945,1.0,True,,0.0,21.0
,2,0.028595967573311454,0.0,,0.9565927774471599,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,0.002970650530240919,0.0,,0.971759870786702,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.000875961823834176,0.0,,0.9644446816797129,0.0,1.305,1.0,True,,5.0,29.0
,9,0.001426358129505402,0.0,,0.9659285229713077,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.0006104161707516844,0.0,,0.9748612759587942,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.0012426853703547402,0.0,,0.9812930732381313,0.0,0.477,1.0,True,,8.0,6.0
,12,0.0018634351751808526,0.0,,0.9963873436617711,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.023520988190174105,0.0,,0.9130020625561962,0.0,0.63854,1.0,True,,10.0,14.0
