name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.026811107509872013,0.0,,0.9613784576615112,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.003959369093924765,0.0,,0.9297570100675028,0.0,0.09,1.0,True,,1.0,2.0
,3,0.005557219021143887,0.0,,0.9914060169171669,0.0,0.31927,1.0,True,,2.0,7.0
,6,0.08092223662137984,0.0,,0.9724896329508889,0.0,0.99,1.0,True,,3.0,22.0
,7,-0.026768693125389348,0.0,,0.9640262292975308,0.0,2.385,1.0,True,,4.0,30.0
,9,-0.0005909850485622953,0.0,,0.9828733997841677,0.0,0.225,1.0,True,,5.0,5.0
,11,-0.004230745342373846,0.0,,0.9359120979504014,0.0,0.8745,1.0,True,,6.0,11.0
,13,-0.0011943724560213066,0.0,,0.9716355607102927,0.0,0.27365999999999996,1.0,True,,7.0,6.0
,14,-0.004274569499492644,0.0,,0.8917789787743826,0.0,0.636,1.0,True,,8.0,8.0
,15,0.005267954999999996,0.0,,1.0,0.0,0.13682999999999998,1.0,True,,9.0,3.0
,16,0.018372264862060547,0.0,,0.9117569121344261,0.0,0.41049,1.0,True,,10.0,9.0
,17,0.009013791882991793,0.0,,0.9879468327239154,0.0,0.192,1.0,True,,11.0,3.0
,18,-0.006633145569695888,0.0,,0.9763409082567275,0.0,0.41049,1.0,True,,12.0,9.0
,19,-0.00013284390211105567,0.0,,0.9857121570147575,0.0,0.128,1.0,True,,13.0,2.0
,20,0.019661420985206984,0.0,,0.996357469318141,0.0,0.77537,1.0,True,,14.0,17.0
,22,0.0015525000000000087,0.0,,1.0,0.0,0.135,1.0,True,,15.0,3.0
,23,0.0034638089470863595,0.0,,0.962015251849778,0.0,0.512,1.0,True,,16.0,8.0
,25,0.008262080282717929,0.0,,0.9947005946867995,0.0,0.135,1.0,True,,17.0,3.0
,28,-9.133393168447163e-06,0.0,,0.9628985178536839,0.0,0.09,1.0,True,,18.0,2.0
,29,-0.012833424425125122,0.0,,0.9684812790552775,0.0,0.45,1.0,True,,19.0,10.0
