name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.0051183821912202665,0.0,,0.9448337225489731,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.0034572334633022556,0.0,,0.9210862948521972,0.0,0.09,1.0,True,,1.0,2.0
,3,0.021566038072109224,0.0,,0.9645479627654001,0.0,0.31927,1.0,True,,2.0,7.0
,6,0.03509928497672078,0.0,,0.9979538232088089,0.0,0.99,1.0,True,,3.0,22.0
,7,-0.042279338227759505,0.0,,0.9697728141602685,0.0,2.385,1.0,True,,4.0,30.0
,9,-0.002242127964645634,0.0,,0.9835349868237974,0.0,0.225,1.0,True,,5.0,5.0
,11,-0.004304821687936784,0.0,,0.9350773908657097,0.0,0.8745,1.0,True,,6.0,11.0
,13,0.009872784662246708,0.0,,0.8730768276775805,0.0,0.27365999999999996,1.0,True,,7.0,6.0
,14,-0.003547400617599488,0.0,,0.8979223260729567,0.0,0.636,1.0,True,,8.0,8.0
,15,0.0011630549999999927,0.0,,1.0,0.0,0.13682999999999998,1.0,True,,9.0,3.0
,16,-0.0013506691832944825,0.0,,0.974209617327354,0.0,0.41049,1.0,True,,10.0,9.0
,17,-0.0005682903356552128,0.0,,0.9940401545017957,0.0,0.192,1.0,True,,11.0,3.0
,18,-0.005862564298497141,0.0,,0.9757181312614263,0.0,0.41049,1.0,True,,12.0,9.0
,19,0.004411553525924683,0.0,,0.9152152619212865,0.0,0.128,1.0,True,,13.0,2.0
,20,0.05830984752178192,0.0,,0.8452026097499026,0.0,0.77537,1.0,True,,14.0,17.0
,22,0.007155000000000007,0.0,,1.0,0.0,0.135,1.0,True,,15.0,3.0
,23,0.007368165016174315,0.0,,0.8743909472972154,0.0,0.512,1.0,True,,16.0,8.0
,25,0.00335839374259116,0.0,,0.9978769906858604,0.0,0.135,1.0,True,,17.0,3.0
,28,0.002726638621091843,0.0,,0.9390459846787983,0.0,0.09,1.0,True,,18.0,2.0
,29,0.009789786815643312,0.0,,0.8937550818125407,0.0,0.45,1.0,True,,19.0,10.0
