name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,0,0.11334190616905698,0.0,,0.9867947095632552,0.0,2.475,1.0,True,,0.0,55.0
,1,-0.005419587417407887,0.0,,0.9526049080192008,0.0,0.135,1.0,True,,1.0,3.0
,2,-0.055677580120051806,0.0,,0.9477260522029018,0.0,1.87001,1.0,True,,2.0,41.0
,4,0.01250559374108915,0.0,,0.986877083318101,0.0,0.585,1.0,True,,3.0,13.0
,5,-0.056805662289261816,0.0,,0.9244728448990758,0.0,5.9625,1.0,True,,4.0,75.0
,7,-0.16237830760935285,0.0,,0.960693954428244,0.0,6.75,1.0,True,,5.0,150.0
,8,-0.016487024106140558,0.0,,0.9870360830494161,0.0,9.6195,1.0,True,,6.0,121.0
,9,0.00786835872353948,0.0,,0.9537527788798047,0.0,0.22805,1.0,True,,7.0,5.0
,11,0.5944138991370802,0.0,,0.9948326376436641,0.0,29.9715,1.0,True,,8.0,377.0
,12,-0.010968604893350602,0.0,,0.9766396198526752,0.0,0.82098,1.0,True,,9.0,18.0
,13,-0.010313809194471692,0.0,,0.9641369563813382,0.0,0.4561,1.0,True,,10.0,10.0
,14,0.00013050557971001908,0.0,,0.9850926886219531,0.0,1.408,1.0,True,,11.0,22.0
,15,0.15910000000000002,0.0,,0.9383725608419208,0.0,1.96123,1.0,True,,12.0,43.0
,16,0.08827666922807695,0.0,,0.9630910227783024,0.0,2.688,1.0,True,,13.0,42.0
,17,0.09542136744260789,0.0,,0.9164857426024247,0.0,1.23147,1.0,True,,14.0,27.0
,18,0.003976599392294883,0.0,,0.9377062917947768,0.0,0.135,1.0,True,,15.0,3.0
,19,-0.002415558336704965,0.0,,0.9656284504944923,0.0,0.128,1.0,True,,16.0,2.0
,22,-0.006249208501204848,0.0,,0.959854783328871,0.0,0.27,1.0,True,,17.0,6.0
,24,-0.005858610474430016,0.0,,0.9455514426872961,0.0,0.27,1.0,True,,18.0,6.0
,26,-0.009170247120726845,0.0,,0.9696074145167238,0.0,0.405,1.0,True,,19.0,9.0
,27,0.013416058588027954,0.0,,0.9089064788594841,0.0,0.256,1.0,True,,20.0,4.0
,28,-0.018087915698736877,0.0,,0.9676250774827786,0.0,1.088,1.0,True,,21.0,17.0
,29,0.0016586051924318106,0.0,,0.9821216487059257,0.0,0.13682999999999998,1.0,True,,22.0,3.0
,30,0.0023751946854870913,0.0,,0.9772253325421059,0.0,0.3975,1.0,True,,23.0,5.0
,31,-0.0030830190205499526,0.0,,0.9497198865339628,0.0,0.0795,1.0,True,,24.0,1.0
,32,0.002863322210597997,0.0,,0.9849261288503837,0.0,0.13682999999999998,1.0,True,,25.0,3.0
,34,0.0010178045287728317,0.0,,0.7858837621148278,0.0,0.477,1.0,True,,26.0,6.0
,37,-0.009262236943989983,0.0,,0.9716781339227403,0.0,1.113,1.0,True,,27.0,14.0
,40,-0.00028282393090501776,0.0,,0.9402165134440365,0.0,0.27365999999999996,1.0,True,,28.0,6.0
,41,0.0018990182945009225,0.0,,0.9436980010477052,0.0,0.31927,1.0,True,,29.0,7.0
,42,0.004420841571092602,0.0,,0.9711204619010289,0.0,0.09,1.0,True,,30.0,2.0
,43,0.010618615400791169,0.0,,0.9380763221364468,0.0,0.768,1.0,True,,31.0,12.0
,46,0.06618772504412629,0.0,,0.9890402399988858,0.0,1.3226900000000001,1.0,True,,32.0,29.0
,48,-0.012731044958990051,0.0,,0.9519487456953211,0.0,1.152,1.0,True,,33.0,18.0
,49,0.008807360145449639,0.0,,0.8970530953463167,0.0,1.344,1.0,True,,34.0,21.0
,50,-0.005358319848820549,0.0,,0.9772555416849611,0.0,1.431,1.0,True,,35.0,18.0
,51,-0.0038228097946196686,0.0,,0.9645121678076685,0.0,0.18,1.0,True,,36.0,4.0
,52,-0.014997486859560018,0.0,,0.9020676183273207,0.0,1.59,1.0,True,,37.0,20.0
,53,-0.010496167893886563,0.0,,0.9242493441645055,0.0,0.256,1.0,True,,38.0,4.0
,54,-0.0005817328367382288,0.0,,0.9090954339380065,0.0,0.27,1.0,True,,39.0,6.0
,55,-0.005541262151424593,0.0,,0.9681439623158312,0.0,0.31927,1.0,True,,40.0,7.0
,56,-0.002257707681655882,0.0,,0.9881205529123543,0.0,0.384,1.0,True,,41.0,6.0
