0,1,2,3,4,5
1.06,1.0600000000000003,1.06,1.06,1.0599999999999998,1.0599999999999998
1.06,1.0600000000000003,1.0600000000000003,1.0600000000000005,1.0600000000000003,1.06
1.0600000000000003,1.0599999999999996,1.0599999999999998,1.0599999999999998,1.0600000000000003,1.0599999999999998
1.0600000000000003,1.06,1.0599999999999998,1.0600000000000003,1.0599999999999998,1.06
1.06,1.0599999999999998,1.0600000000000003,1.0599999999999996,1.0600000000000003,1.0600000000000003
1.0600000000000003,1.06,1.0599999999999998,1.06,1.0600000000000003,1.0599999999999996
1.0599999999999996,1.0600000000000003,1.0599999999999998,1.06,1.06,1.0599999999999998
1.06,1.06,1.0600000000000003,1.06,1.06,1.0599999999999998
1.06,1.06,1.06,1.0600000000000003,1.0600000000000005,1.0600000000000003
1.06,1.06,1.0599999999999998,1.0600000000000007,1.0599999999999998,1.0599999999999998
1.0600000000000005,1.0600000000000003,1.06,1.0599999999999998,1.0600000000000003,1.0599999999999998
1.06,1.06,1.06,1.0600000000000003,1.06,1.0600000000000003
1.0599999999999998,1.0599999999999998,1.0599999999999998,1.06,1.06,1.06
1.0599999999999996,1.06,1.0599999999999998,1.06,1.06,1.0600000000000003
1.0599999999999996,1.0599999999999998,1.0600000000000005,1.0600000000000003,1.06,1.06
1.06,1.0599999999999996,1.0599999999999998,1.0600000000000003,1.0599999999999998,1.0600000000000003
1.0600000000000003,1.0600000000000003,1.06,1.0599999999999994,1.06,1.06
1.0588423299789427,1.0599999999999996,1.06,1.06,1.06,1.0599999999999996
1.0599999999999998,1.0600000000000003,1.06,1.0599999999999996,1.0599999999999998,1.06
1.0600000000000003,1.0599999999999998,1.0599999999999996,1.0599999999999998,1.0600000000000003,1.0600000000000003
1.06,1.0600000000000003,1.06,1.06,1.0600000000000003,1.06
1.0600000000000003,1.0599999999999998,1.0600000000000003,1.0599999999999998,1.06,1.0599999999999996
1.06,1.06,1.0599999999999998,1.06,1.0600000000000005,1.0599999999999998
1.06,1.06,1.0599999999999996,1.0600000000000005,1.06,1.0599999999999998
