name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,0,-0.009007073825597567,0.0,,0.9891107782522838,0.0,2.475,1.0,True,,0.0,55.0
,1,-0.005317080076597624,0.0,,0.9496142216548323,0.0,0.135,1.0,True,,1.0,3.0
,2,-0.04653737191219216,0.0,,0.9366138379408707,0.0,1.87001,1.0,True,,2.0,41.0
,4,0.009655439283698816,0.0,,0.9795050244165792,0.0,0.585,1.0,True,,3.0,13.0
,5,-0.05153090212494135,0.0,,0.7878575006918337,0.0,5.9625,1.0,True,,4.0,75.0
,7,-0.2002150893118232,0.0,,0.9503385052871374,0.0,6.75,1.0,True,,5.0,150.0
,8,0.21545912874042988,0.0,,0.9078981629752513,0.0,9.6195,1.0,True,,6.0,121.0
,9,0.0022718941203355852,0.0,,0.977962263189369,0.0,0.22805,1.0,True,,7.0,5.0
,11,0.15332518135201956,0.0,,0.9981156992927288,0.0,29.9715,1.0,True,,8.0,377.0
,12,-0.010432429469202156,0.0,,0.9732927117966306,0.0,0.82098,1.0,True,,9.0,18.0
,13,-0.003008875204136209,0.0,,0.9436530361672083,0.0,0.4561,1.0,True,,10.0,10.0
,14,-0.009479836070776043,0.0,,0.9837671618815513,0.0,1.408,1.0,True,,11.0,22.0
,15,0.05442413249999989,0.0,,1.0,0.0,1.96123,1.0,True,,12.0,43.0
,16,0.02556449457406998,0.0,,0.9230106006599961,0.0,2.688,1.0,True,,13.0,42.0
,17,-0.003020734397555888,0.0,,0.9925470499504203,0.0,1.23147,1.0,True,,14.0,27.0
,18,0.004837578991055488,0.0,,0.8748339184522628,0.0,0.135,1.0,True,,15.0,3.0
,19,-0.00034669462531805237,0.0,,0.9495414482397028,0.0,0.128,1.0,True,,16.0,2.0
,22,-0.007374415664970865,0.0,,0.9611873493889966,0.0,0.27,1.0,True,,17.0,6.0
,24,-0.008291662409109985,0.0,,0.9427901392255185,0.0,0.27,1.0,True,,18.0,6.0
,26,0.0029882180990651527,0.0,,0.9628783162939879,0.0,0.405,1.0,True,,19.0,9.0
,27,0.013485235810279848,0.0,,0.9939267023839056,0.0,0.256,1.0,True,,20.0,4.0
,28,-0.01270578910127284,0.0,,0.9698218850172127,0.0,1.088,1.0,True,,21.0,17.0
,29,0.0020436925704460512,0.0,,0.9791859977376748,0.0,0.13682999999999998,1.0,True,,22.0,3.0
,30,0.0017899744192138682,0.0,,0.977503080299909,0.0,0.3975,1.0,True,,23.0,5.0
,31,-0.002342418211393057,0.0,,0.9260356199824772,0.0,0.0795,1.0,True,,24.0,1.0
,32,0.0015337918265256306,0.0,,0.9702094703392942,0.0,0.13682999999999998,1.0,True,,25.0,3.0
,34,-0.005547716019663945,0.0,,0.9448695680929476,0.0,0.477,1.0,True,,26.0,6.0
,37,0.0008726128280609688,0.0,,0.962284018713442,0.0,1.113,1.0,True,,27.0,14.0
,40,-0.009185500550322691,0.0,,0.953934624898331,0.0,0.27365999999999996,1.0,True,,28.0,6.0
,41,-0.007345754608311324,0.0,,0.959492029917276,0.0,0.31927,1.0,True,,29.0,7.0
,42,0.0012118843328952807,0.0,,0.9864653814766142,0.0,0.09,1.0,True,,30.0,2.0
,43,0.011669618332386056,0.0,,0.9684448155369608,0.0,0.768,1.0,True,,31.0,12.0
,46,0.017891786629131767,0.0,,0.9965268177948965,0.0,1.3226900000000001,1.0,False,,32.0,29.0
,48,-0.006448637322261919,0.0,,0.9431522245466477,0.0,1.152,1.0,True,,33.0,18.0
,49,-0.02586318890187881,0.0,,0.9657565558765782,0.0,1.344,1.0,True,,34.0,21.0
,50,0.004742489196024824,0.0,,0.9840641084528475,0.0,1.431,1.0,True,,35.0,18.0
,51,-0.004975206776969131,0.0,,0.9626099623501714,0.0,0.18,1.0,True,,36.0,4.0
,52,-0.018207606285810474,0.0,,0.867048675291943,0.0,1.59,1.0,True,,37.0,20.0
,53,-0.010028801305770874,0.0,,0.9438249948993324,0.0,0.256,1.0,True,,38.0,4.0
,54,0.0009201998703181752,0.0,,0.9204081476678451,0.0,0.27,1.0,True,,39.0,6.0
,55,-0.006555203284639367,0.0,,0.9609681514560109,0.0,0.31927,1.0,True,,40.0,7.0
,56,0.017694756102561954,0.0,,0.9080800940170884,0.0,0.384,1.0,True,,41.0,6.0
