0,1,2
106.94860489437693,129.44025599037886,113.33807728726202
117.84970522741946,128.64101697084368,149.92622137435188
64.87633940746244,73.59541592302479,83.11690929498457
67.03055129522656,107.91338003030069,116.52636491953952
106.98768284873131,98.12697925922559,124.28929732595768
60.65437779920148,61.09036013048026,158.69301084678847
74.74700840746475,114.72158766166997,127.02924997698993
125.40318457413967,76.83183707107582,133.3370081444641
119.55854662963375,79.3350343955025,172.55955327544285
94.3939860966818,97.40947600077688,76.5087921518884
67.97578544497995,127.97044611968803,120.96449976930826
105.92297114738912,136.12063471300644,78.54170876981344
105.09472599899115,118.21545013787194,169.2747803779153
82.86990219581229,65.75626780334714,115.3581254719777
104.90735618378287,117.7937857024549,169.70953972630747
58.301740724842126,74.59882370925706,98.07965249609856
106.41763987210564,126.71206140811888,86.323433718051
114.5343752402366,129.8803447127633,159.51497674291386
95.33407290446375,74.11410555376612,134.10594895282642
102.22447068277616,77.4810201716244,156.37166926019083
104.3579346650705,101.64293172640208,150.81462672631358
110.66041735562813,130.21045015761274,82.53751471546907
121.98104009721763,107.60507750857792,121.09891995292719
101.23341198443745,60.94255632144314,168.56809478914874
