name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.013888609349727632,0.0,,0.8759469411108228,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.0019248093008995054,0.0,,0.8923632299900056,0.0,0.09,1.0,True,,1.0,2.0
,3,0.016053056266746704,0.0,,0.9927805032315803,0.0,0.31927,1.0,True,,2.0,7.0
,6,0.07947985417842865,0.0,,0.9950326809883118,0.0,0.99,1.0,True,,3.0,22.0
,7,0.0032612797804176807,0.0,,0.7461174129058354,0.0,2.385,1.0,True,,4.0,30.0
,9,-0.0007055487222969621,0.0,,0.9873642279009024,0.0,0.225,1.0,True,,5.0,5.0
,11,-0.01520871031423468,0.0,,0.9623586788859522,0.0,0.8745,1.0,True,,6.0,11.0
,13,0.0107230984210968,0.0,,0.5331840182017716,0.0,0.27365999999999996,1.0,True,,7.0,6.0
,14,-0.00434902285337448,0.0,,0.674161913752556,0.0,0.636,1.0,True,,8.0,8.0
,15,0.0016419600000000013,0.0,,1.0,0.0,0.13682999999999998,1.0,True,,9.0,3.0
,16,0.007000580566261426,0.0,,0.9710542048923516,0.0,0.41049,1.0,True,,10.0,9.0
,17,0.007665087058067328,0.0,,0.9919223284274339,0.0,0.192,1.0,True,,11.0,3.0
,18,0.0151357904702425,0.0,,0.9388724949943787,0.0,0.41049,1.0,True,,12.0,9.0
,19,0.004664328837394715,0.0,,0.8759400690421462,0.0,0.128,1.0,True,,13.0,2.0
,20,0.06221882017850876,0.0,,0.9642440385603115,0.0,0.77537,1.0,True,,14.0,17.0
,22,0.0111,0.0,,0.9397222222222222,0.0,0.135,1.0,True,,15.0,3.0
,23,0.0032014939842224394,0.0,,0.9657529179379344,0.0,0.512,1.0,True,,16.0,8.0
,25,0.004550048389434803,0.0,,0.9997040621439616,0.0,0.135,1.0,True,,17.0,3.0
,28,0.0029293290555477136,0.0,,0.9120481006171968,0.0,0.09,1.0,True,,18.0,2.0
,29,-0.0007734529629349479,0.0,,0.9537812156379222,0.0,0.45,1.0,True,,19.0,10.0
