0,1,2,3,4,5,6,7,8
1.0,0.9923232853412632,1.0093387350440026,1.0398549443628018,1.0475950436116537,1.0261438541742127,1.0022926896859026,1.0180644044702423,1.0688288850292473
1.0,0.9828578859567644,0.9987002674490215,0.995888914285317,0.9773712799755992,1.014924657164116,1.0270567681498834,1.007937109820368,0.9888360013702021
1.0,1.0026272602379318,0.992505605518818,0.9855803394970803,0.9709678892247569,0.9922529645025432,0.9794466177419421,0.9930679789163199,0.9590057889873576
1.0,0.9929696090519429,1.0027619142085311,0.9977574138598843,1.0112960178619745,1.0177613291542251,1.0111506239805363,1.0031540618682502,0.958850633400407
1.0,0.9880889765918255,0.9966772139072422,1.005813426169006,1.0078372267885594,1.0176977865912464,1.0188165856788978,1.0101461510043406,0.994059929109747
1.0,0.9867636352777484,1.0127978011965753,1.0249270405583617,1.0251079486223167,1.0291265898820272,1.0181972753823845,1.0172428268579554,1.0404941775361418
1.0,0.9859372377395631,1.0045375082641843,1.032499738561288,1.044700490643528,1.030840847932941,1.0275266085091868,1.0209319856925765,1.0473062215604296
1.0,0.992391237616539,1.005784964188933,1.0126941989415386,1.0212156017569443,1.0288818022530317,1.0316877959072848,1.0179688114864662,1.0012943891613275
1.0,0.9933158025145533,1.0130943015217784,1.000270202675263,1.0204890763577168,1.0248426221087925,1.0058931226571666,1.0020008473107425,0.9632135197743555
1.0,0.9866762250661849,0.9909491613507273,1.0056914626698799,1.008954412366089,1.0095035596885253,1.0130279210180069,1.0034502137281607,0.98910757575943
1.0,0.9957091867923736,1.0030957542359826,0.9906761397909583,0.9789239238375561,1.013919102040879,1.0115631157754934,1.0061687141129987,0.9673755280989129
1.0,0.9810007661581039,1.0032983940094706,1.0210910691596013,1.0044265872973557,1.0243937807953942,1.0321695879002684,1.0209563691444339,1.045430441802911
1.0,0.9961092844605446,0.9986410412937404,1.0017735371356056,1.0132673971011046,1.01974526415518,1.0196641225741696,1.0103656438269897,0.9727223902038441
1.0,0.9837258130311965,0.9892247065901755,1.0269933841863854,1.014651655278732,1.0151726915632928,1.0250099729885431,1.02083666615154,1.0560185818081773
1.0,0.9960395194590094,0.9900542095303537,0.9832835936851687,0.9654623761213668,1.0073576800716897,1.0208866319660312,1.0077026512319294,0.9541375100664018
1.0,0.9857064545154576,0.9891537308692936,1.0210667939606493,1.045536236401383,1.0242757607203707,1.0369984838220208,1.017256270770554,1.01226248424015
1.0,0.9975989907979967,1.0036794770509005,1.003932667987096,1.0177572475252383,1.0073512749432258,0.9810609373230623,0.9939004919260767,0.9825806696738784
1.0,0.9941003829240801,0.9999127477407456,0.9886405295313997,0.9825959057484687,1.0149402084110293,1.0188344035786343,1.0064936451089335,0.9573754370983008
1.0,0.9780356317758558,0.9949664589017632,1.019369958771317,1.001095073122133,1.0226966565692,1.0426649142435664,1.023585925595575,1.044901882270823
1.0,0.9865284845232964,0.9932137697935104,1.011101822371692,1.0083489261041496,1.0161564532982732,1.0204961117150027,1.0131820275352326,1.0122276313786356
1.0,0.9992001993581654,1.0086424589157106,0.9822455800257087,0.9706274700772555,1.0009355979157988,0.9770949248783236,0.9900051835095357,0.9534482352695777
1.0,0.9946150816977025,1.0045889388769869,1.0224487781092058,1.015906569789563,1.0139497884951232,0.9923771885781528,1.0103251876419335,1.0420997907823455
1.0,0.9797393739223483,0.9895445063710214,1.0229958097288925,1.0361482026109294,1.02612970762783,1.0450898028197821,1.0216093936061468,1.0238279429286112
1.0,0.9984072940424086,1.0037162188440558,1.0099136850214347,0.9996209046141131,1.01206945816876,0.9957991276126752,1.0070195731554281,1.0117851343691626
