name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.003979599691647462,0.0,,0.959382464141383,0.0,0.945,1.0,True,,0.0,21.0
,2,0.037002252172185335,0.0,,0.9614722278235309,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,0.0019147415336778079,0.0,,0.9743290513594398,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.039011390876770025,0.0,,0.10096775183870667,0.0,1.305,1.0,True,,5.0,29.0
,9,-7.877897232689418e-05,0.0,,0.9670172066857617,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.0009730950620090977,0.0,,0.9823386080191348,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.009901392084360121,0.0,,0.9034416884420182,0.0,0.477,1.0,True,,8.0,6.0
,12,-0.002272568688381202,0.0,,0.9987134793433754,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.024215158534049985,0.0,,0.9029174893141076,0.0,0.63854,1.0,True,,10.0,14.0
