name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.0031429636047687753,0.0,,0.9469241125875464,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.002094488847255707,0.0,,0.8072279016971589,0.0,0.09,1.0,True,,1.0,2.0
,3,0.021546543467044828,0.0,,0.9854869028315998,0.0,0.31927,1.0,True,,2.0,7.0
,6,0.02761359102725991,0.0,,0.9953925161891514,0.0,0.99,1.0,True,,3.0,22.0
,7,-0.027031110684653997,0.0,,0.964916200970795,0.0,2.385,1.0,True,,4.0,30.0
,9,-0.00029168235510587323,0.0,,0.9837036339773071,0.0,0.225,1.0,True,,5.0,5.0
,11,-0.005464391712160767,0.0,,0.9557514102776893,0.0,0.8745,1.0,True,,6.0,11.0
,13,0.009389828073978427,0.0,,0.6553120224876797,0.0,0.27365999999999996,1.0,True,,7.0,6.0
,14,-0.004669064211845399,0.0,,0.4851587040694255,0.0,0.636,1.0,True,,8.0,8.0
,15,0.005336370000000005,0.0,,1.0,0.0,0.13682999999999998,1.0,True,,9.0,3.0
,16,0.018695995366573334,0.0,,0.9190455562049584,0.0,0.41049,1.0,True,,10.0,9.0
,17,0.008874062168598174,0.0,,0.9597190737947822,0.0,0.192,1.0,True,,11.0,3.0
,18,0.015753643700480463,0.0,,0.9443776552424675,0.0,0.41049,1.0,True,,12.0,9.0
,19,0.0012231961493492094,0.0,,0.9830562199167908,0.0,0.128,1.0,True,,13.0,2.0
,20,0.057516077512502664,0.0,,0.9581788791319017,0.0,0.77537,1.0,True,,14.0,17.0
,22,0.004725000000000005,0.0,,1.0,0.0,0.135,1.0,True,,15.0,3.0
,23,-0.008955072037696837,0.0,,0.9765096249263734,0.0,0.512,1.0,True,,16.0,8.0
,25,0.0018351542115211499,0.0,,0.9995937349001566,0.0,0.135,1.0,True,,17.0,3.0
,28,0.001845082415044304,0.0,,0.9545009157227144,0.0,0.09,1.0,True,,18.0,2.0
,29,-0.0039394519776105585,0.0,,0.9599956622719764,0.0,0.45,1.0,True,,19.0,10.0
