name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.005916204698175373,0.0,,0.9609815447838977,0.0,0.945,1.0,True,,0.0,21.0
,2,0.008010868272320004,0.0,,0.9667058952582527,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.00947799999999998,0.0,,0.9699111111111112,0.0,0.315,1.0,False,,3.0,7.0
,5,0.004474242297630611,0.0,,0.9792438222729845,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.046420201557874685,0.0,,0.762192055363815,0.0,1.305,1.0,True,,5.0,29.0
,9,0.007229682384431363,0.0,,0.673723547073906,0.0,0.7155,1.0,False,,6.0,9.0
,10,-0.0012827410222396602,0.0,,0.9882836755688348,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.00021183839171821928,0.0,,0.9795567236240582,0.0,0.477,1.0,True,,8.0,6.0
,12,-0.002304954864429616,0.0,,0.9965636701586786,0.0,0.59293,1.0,True,,9.0,13.0
,13,-0.004279649234168598,0.0,,0.9733224486927767,0.0,0.63854,1.0,True,,10.0,14.0
