name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.028668948171660304,0.0,,0.9636624887072378,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.002479243314266205,0.0,,0.8709528520637088,0.0,0.09,1.0,True,,1.0,2.0
,3,0.005541399382734305,0.0,,0.9933564675125576,0.0,0.31927,1.0,True,,2.0,7.0
,6,0.03975660226017243,0.0,,0.9994081841011841,0.0,0.99,1.0,True,,3.0,22.0
,7,-0.0019675296004861564,0.0,,0.9271750399997963,0.0,2.385,1.0,True,,4.0,30.0
,9,0.002765136408805855,0.0,,0.9762894951502482,0.0,0.225,1.0,True,,5.0,5.0
,11,-0.0009603422624990324,0.0,,0.852901838464838,0.0,0.8745,1.0,True,,6.0,11.0
,13,0.01045086776018143,0.0,,0.8961892412489273,0.0,0.27365999999999996,1.0,True,,7.0,6.0
,14,-0.007486515975818016,0.0,,0.9557287484656948,0.0,0.636,1.0,True,,8.0,8.0
,15,0.007183574999999996,0.0,,1.0,0.0,0.13682999999999998,1.0,True,,9.0,3.0
,16,0.007965954740203333,0.0,,0.9724059654076915,0.0,0.41049,1.0,True,,10.0,9.0
,17,0.0037318769606352,0.0,,0.990936859169975,0.0,0.192,1.0,True,,11.0,3.0
,18,-0.0012822075459194143,0.0,,0.9728763976079334,0.0,0.41049,1.0,True,,12.0,9.0
,19,-0.0012354823181629183,0.0,,0.986347794389352,0.0,0.128,1.0,True,,13.0,2.0
,20,0.027884693098580854,0.0,,0.995963079689156,0.0,0.77537,1.0,True,,14.0,17.0
,22,0.008842500000000001,0.0,,1.0,0.0,0.135,1.0,True,,15.0,3.0
,23,-0.009610070741176594,0.0,,0.9774803305836394,0.0,0.512,1.0,True,,16.0,8.0
,25,0.0037407143135368866,0.0,,0.9987089949150881,0.0,0.135,1.0,True,,17.0,3.0
,28,-0.0018268525739014146,0.0,,0.970701638067762,0.0,0.09,1.0,True,,18.0,2.0
,29,0.009983332455158235,0.0,,0.827435183233685,0.0,0.45,1.0,True,,19.0,10.0
