0,1,2,3,4
0.9500000000000001,0.9500000000000001,0.9499999999999998,0.95,1.022687763161957
0.95,0.9500000000000001,0.9500983878970146,0.9500000000000001,1.0101979769766332
0.9500000000000001,0.9500000000000001,0.95,0.9500000000000001,1.0109994333237409
0.9499999999999998,0.95,0.9521660000085831,0.9499999999999998,1.0100418400019404
0.9500000000000001,0.9500000000000001,0.95,0.9500000000000001,1.0162674382328984
0.9499999999999998,0.9500000000000001,0.95,0.9499999999999998,1.018716286122799
0.9500000000000001,0.9500000000000002,0.9518563702702523,0.9499999999999997,1.0156842265278103
0.95,0.9500000000000001,0.9500000000000002,0.9500000000000001,1.011562943086028
0.9500000000000001,0.95,0.9500000000000001,0.9500000000000003,1.0080885201692582
0.9499999999999997,0.9499999999999998,0.9502131953835486,0.95,1.0188872076570985
0.95,0.95,0.9526108711957932,0.9500000000000001,1.0174612632021307
0.9500000000000001,0.9500000000000002,0.9499999999999998,0.9499999999999998,1.0174413723871112
0.95,0.9499999999999997,0.9499999999999997,0.95,1.0121167097240689
0.9500000000000001,0.9500000000000002,0.9504657968878747,0.9499999999999998,1.0177139859646556
0.9500000000000002,0.9500000000000002,0.95,0.9500000000000001,1.0141991499811411
0.95,0.9500000000000001,0.9510000526905058,0.9500000000000001,1.0152610477060078
0.9500000000000001,0.9499999999999997,0.9500000000000001,0.95,1.0192509928718212
0.95,0.9500000000000002,0.9538344055414198,0.9499999999999998,1.0159719996154313
0.9499999999999998,0.9500000000000001,0.95,0.9499999999999998,1.0185664953663947
0.9500000000000002,0.95,0.9500943645834924,0.9499999999999997,1.0097136627882721
0.9500000000000003,0.95,0.9581091046333311,0.95,1.0139344204217193
0.9500000000000002,0.95,0.9499999999999997,0.9499999999999997,1.0099558405578135
0.95,0.9500000000000002,0.9500000000000001,0.9499999999999997,1.0101441215723752
0.95,0.9499999999999997,0.9547885835170746,0.95,1.017360606044531
