name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,0,0.05579819457586832,0.0,,0.9802947250811591,0.0,2.475,1.0,True,,0.0,55.0
,1,-0.0015229338705539698,0.0,,0.38221666666666665,0.0,0.135,1.0,True,,1.0,3.0
,2,-0.035024021797534555,0.0,,0.9385206767356673,0.0,1.87001,1.0,True,,2.0,41.0
,4,0.022438401249051096,0.0,,0.9433562414513694,0.0,0.585,1.0,True,,3.0,13.0
,5,-0.04766395616519739,0.0,,0.9545060450875978,0.0,5.9625,1.0,True,,4.0,75.0
,7,-0.11091386389383134,0.0,,0.9458183164601732,0.0,6.75,1.0,True,,5.0,150.0
,8,0.06850102867797031,0.0,,0.9791210591691843,0.0,9.6195,1.0,True,,6.0,121.0
,9,-0.0018045378061212376,0.0,,0.96908709578548,0.0,0.22805,1.0,True,,7.0,5.0
,11,0.19002198245240498,0.0,,0.9975900891664549,0.0,29.9715,1.0,True,,8.0,377.0
,12,-0.020264120468389393,0.0,,0.9723171569728989,0.0,0.82098,1.0,True,,9.0,18.0
,13,-0.007396843961750343,0.0,,0.955532407450668,0.0,0.4561,1.0,True,,10.0,10.0
,14,-0.01253725196433067,0.0,,0.9850957017298787,0.0,1.408,1.0,True,,11.0,22.0
,15,0.1568984000000001,0.0,,1.0,0.0,1.96123,1.0,True,,12.0,43.0
,16,0.01694769263184079,0.0,,0.965304945175536,0.0,2.688,1.0,True,,13.0,42.0
,17,0.0999,0.0,,0.8066225608419205,0.0,1.23147,1.0,True,,14.0,27.0
,18,-0.0003504189281165627,0.0,,0.9679043042361736,0.0,0.135,1.0,True,,15.0,3.0
,19,-0.00030207702669501034,0.0,,0.9536400232289451,0.0,0.128,1.0,True,,16.0,2.0
,22,-0.00624398354887962,0.0,,0.9668741350041496,0.0,0.27,1.0,True,,17.0,6.0
,24,-0.0015569050210271981,0.0,,0.9224836851073066,0.0,0.27,1.0,True,,18.0,6.0
,26,-0.0052972338629141726,0.0,,0.9526704102150269,0.0,0.405,1.0,True,,19.0,9.0
,27,0.006619540826797481,0.0,,0.9873575813546777,0.0,0.256,1.0,True,,20.0,4.0
,28,-0.02860499614246422,0.0,,0.9687086432514115,0.0,1.088,1.0,True,,21.0,17.0
,29,-0.0011318135313436433,0.0,,0.9742283232380061,0.0,0.13682999999999998,1.0,True,,22.0,3.0
,30,0.004370609755292562,0.0,,0.9764952446674027,0.0,0.3975,1.0,True,,23.0,5.0
,31,-0.0018218270361423494,0.0,,0.5990839366522974,0.0,0.0795,1.0,True,,24.0,1.0
,32,0.0006957359366905735,0.0,,0.969084673950819,0.0,0.13682999999999998,1.0,True,,25.0,3.0
,34,0.0023681479275226604,0.0,,0.9432146707075947,0.0,0.477,1.0,True,,26.0,6.0
,37,0.010493441250920298,0.0,,0.9579280694078348,0.0,1.113,1.0,True,,27.0,14.0
,40,-0.0036471921725606815,0.0,,0.9551725419405074,0.0,0.27365999999999996,1.0,True,,28.0,6.0
,41,-0.0036440725472552567,0.0,,0.9488362356398808,0.0,0.31927,1.0,True,,29.0,7.0
,42,0.0008635288023948699,0.0,,0.9875947644710542,0.0,0.09,1.0,True,,30.0,2.0
,43,0.013036624757051446,0.0,,0.9712247718190775,0.0,0.768,1.0,True,,31.0,12.0
,46,0.008212779798433517,0.0,,0.9852091493837812,0.0,1.3226900000000001,1.0,True,,32.0,29.0
,48,0.0011568156089633713,0.0,,0.9220041802161141,0.0,1.152,1.0,True,,33.0,18.0
,49,0.009855356490612033,0.0,,0.8610828545317054,0.0,1.344,1.0,True,,34.0,21.0
,50,-0.01765652616329491,0.0,,0.982661407293295,0.0,1.431,1.0,True,,35.0,18.0
,51,-0.0021356849402189224,0.0,,0.9481350836654503,0.0,0.18,1.0,False,,36.0,4.0
,52,-0.030657840132713325,0.0,,0.870218339539174,0.0,1.59,1.0,True,,37.0,20.0
,53,-0.005179272733449933,0.0,,0.9267684658849611,0.0,0.256,1.0,True,,38.0,4.0
,54,-0.003666169341914355,0.0,,0.9249215950299469,0.0,0.27,1.0,True,,39.0,6.0
,55,-0.0018558486294771755,0.0,,0.9526872126116541,0.0,0.31927,1.0,True,,40.0,7.0
,56,-0.002297718888759615,0.0,,0.9930163570605218,0.0,0.384,1.0,True,,41.0,6.0
