name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.004555746582162845,0.0,,0.9571016402484389,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.015831236664498816,0.0,,0.9637150352097892,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,-0.0010826474231155347,0.0,,0.9751162119599744,0.0,0.8745,1.0,True,,4.0,11.0
,8,-0.0035145739781898416,0.0,,0.9664561722908944,0.0,1.305,1.0,True,,5.0,29.0
,9,0.005269745479524135,0.0,,0.9237514502709592,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.000532704665911956,0.0,,0.9716276264068178,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.004470287514946682,0.0,,0.9718911632190146,0.0,0.477,1.0,True,,8.0,6.0
,12,0.02206416173206273,0.0,,0.957803980958676,0.0,0.59293,1.0,True,,9.0,13.0
,13,-0.003007551983362451,0.0,,0.9727316463044018,0.0,0.63854,1.0,True,,10.0,14.0
