0,1,2
0.9373563938350417,0.9816813816626867,0.9595344614846237
0.9276443796335847,0.9812960218308783,0.9538761697220318
0.9121045224133951,0.9876395991797927,0.9554490044763041
0.9146036439816643,0.9870702111283026,0.9574612960684437
0.9161048133436662,0.9840079670642782,0.9554541181963184
0.9055847828186706,0.9861262779207576,0.9577417343894891
0.8988070050408928,0.9813264391433846,0.9530851431213664
0.8972290588738676,0.9858414644792978,0.9539535004396618
0.896021116672836,0.9835384623902991,0.9484267122335749
0.9038747325528486,0.9795371944271207,0.9482560467746088
0.8986683121146913,0.9871281748613754,0.9558236645259248
0.9029175898338845,0.9863368640071807,0.9553258948573861
0.8994832775730712,0.9866540667327192,0.9578556152405774
0.9019511205360781,0.9851068855975479,0.9585988418956198
0.8996006578775404,0.9865831625108452,0.9604147662728484
0.9002779836279311,0.9845152653520414,0.9578685145213962
0.9052290210861788,0.9828818066343626,0.9544533418127081
0.8838290210861788,0.9832275575543835,0.9563423399834153
0.8853133075608636,0.9886232331688751,0.9579498263654634
0.8799221572121473,0.9786800906738434,0.9468167066816592
0.8848593305389574,0.9816660980209837,0.9520813536899784
0.8932337841895379,0.9843775602535969,0.9559761172543377
0.8950731255783463,0.9880180090130517,0.9556305997369949
0.8950731255783463,0.9880180090130517,0.9556305997369949
