0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
1.04,1.0600000000000003,1.0599999999999996,1.06033060231235,1.0583419737460042,1.0599999999999998,1.0560443471368113,1.06,1.0599999999999998,1.0541465429596648,1.0514002063638264,1.06,1.052260674833629,1.0500496816717053,1.0492812030023253,1.0474478970530758,1.0353866740237754,1.0546969141036264,1.0143078107023105,0.9999786626370716,0.9460103566086584,0.9446276844313118,0.9438298538909384,0.9431319750493077,0.951964514705528,0.9831181306605293,1.000884394902625,1.0121351801635845,1.02269104347188,0.9361882652303627,0.902049406064663,0.8981228907329759,0.8963458596195554,0.9190516433711962,0.9226737385864803,0.9294263319814161,0.9337099872112279,0.9458350700655107,0.932714657585562,0.9300510670301916,0.9930237748509528,0.9618829578826704,1.0042883922054453,0.9578281387906692,0.9931399589117751,0.9495516100118465,0.9465076815692335,0.9458084708550095,0.9439985414453295,0.9421839114037057,0.9756593714171208,1.014090609378587,1.0118175586746228,1.0017053523420754,0.9992461781839316,0.9330166800758398,0.9168112191278032
1.04,1.0600000000000003,1.0599999999999998,1.0606745729804892,1.0579785421757326,1.06,1.0580217936973608,1.0599999999999998,1.0600000000000003,1.0538360509348141,1.0487625771937839,1.06,1.0498666808785142,1.0452790197410842,1.0471823941313243,1.0448585917321607,1.0397323304099553,1.0483990536170695,1.00967103624774,0.9969981548803531,0.9510368009709891,0.9494540510025573,0.9490613906751357,0.949891568877472,0.9814593710665437,0.9914814720333271,1.0051736911309863,1.0167977571811602,1.0263879699916898,0.96810587140187,0.9478745170685935,0.9335545245264049,0.9322173957864217,0.9375144562470779,0.9394873677446341,0.9423663017547736,0.9442937098225658,0.949837944195023,0.9434019593132729,0.9426491613359514,0.9799380663138257,0.9400768605094214,0.9978435099265208,0.962306085131302,0.9954765861390648,0.945620380981289,0.9418743614677314,0.9452849211349658,0.9534791151373863,0.9528708371544511,0.9781530420602643,1.012789836962925,1.01132383286919,1.004667279400583,1.0042052160908101,0.9340938573795817,0.9318796288953366
1.04,1.0599999999999998,1.06,1.060901937183691,1.0611518591262925,1.06,1.0551075678196562,1.0599999999999998,1.06,1.0474533578521346,1.0503778213599455,1.0600000000000003,1.0511433259897882,1.0474487718974994,1.0489558831161874,1.044161861388176,1.0426728658306288,1.056051214423224,1.0191669544120614,1.005973874276641,0.9532829722850442,0.9516345631859369,0.9511879857030401,0.9483732393332249,0.9754099867500653,0.9882249706453345,0.9984054217586518,1.010054262984754,1.0196325677547515,0.9560257758167543,0.9280824833610867,0.9283956527120859,0.9268159503236848,0.9342125736202118,0.9370146169865173,0.9422570509297704,0.9451758474306386,0.9521027465696936,0.9447045622944609,0.9432576194624798,0.9916312457764865,0.9547074576242722,1.0008691702017878,0.9630593525614094,0.9967549437536165,0.9475996951177937,0.9436945993105661,0.9461877750842033,0.9455765929384666,0.9379271682446302,0.9652767692280887,0.9996379991223192,0.9935824662867999,0.9964720150977509,1.0057280476223152,0.9453242606213308,0.9371321622256025
1.04,1.0600000000000003,1.0599999999999996,1.0563421431892117,1.0573900333035926,1.06,1.0568788059209404,1.0599999999999998,1.06,1.0532837290975894,1.0464593479383881,1.0600000000000005,1.0483462007648856,1.0428856936187816,1.0446283706773491,1.0499655798205205,1.0455087315868075,1.0186574608007535,0.9832901069065286,0.9702955608521657,0.9234495991167141,0.9235015288470708,0.922591584855242,0.9190932515708614,0.9015527609224131,0.9605810013879599,0.9898763654137146,1.0098363860070605,1.0240683110159554,0.8818762604781273,0.8390954710829767,0.8387321861846767,0.8356085585634145,0.8861404288752787,0.892661414797483,0.9026007967959053,0.9087589686620334,0.9252991986165804,0.9080668833322589,0.9035272905235913,0.9647987140375703,0.919286081589097,0.9920090992491609,0.9397641119241594,0.9833417048611783,0.9363603200434818,0.9252745427877668,0.9265654966951105,0.9389280106777448,0.9470099410305648,0.9755453446828272,1.0098461516556834,1.0053576669962068,0.9986222672632132,1.0009643737128007,0.9101506363064543,0.9007127876897674
1.04,1.0600000000000003,1.0599999999999996,1.052068528529713,1.0499029888087774,1.06,1.0505044457792332,1.06,1.06,1.0470557480725715,1.034536178629547,1.0599999999999998,1.02805655791053,1.015498545242353,1.0172366657901666,1.0039267072553335,0.9900247766977636,1.0271109662039508,0.9731587385204995,0.956148121090592,0.9121443535209126,0.9106282607549038,0.9098787759772017,0.9097000686077901,0.921792034923709,0.954316084159495,0.9784407319554518,0.9942317199896782,1.0063616933487725,0.9121679027330476,0.8882761069689601,0.8744093817150932,0.8719959445733156,0.8794335333376666,0.8832857808684702,0.8907984131994392,0.896082505766944,0.9117831262529431,0.8946671127629515,0.8908649047074227,0.9462014992971439,0.9049531482524835,0.980641455921298,0.9239582316064701,0.967921833629478,0.9182139714817936,0.911278381126363,0.9118050661240299,0.9191166399423145,0.9165976482654185,0.9633432326298339,0.9763976867929914,0.9629423505516213,0.9766797686098064,0.996779600001661,0.8862438295005002,0.8702757522017985
1.04,1.0599999999999998,1.06,1.0614317617595521,1.0572502393755765,1.06,1.0565257901425562,1.06,1.0600000000000003,1.0494715234512666,1.0510433588977626,1.0599999999999998,1.050300820093629,1.0454554680129386,1.0463531464661968,1.044984522476442,1.0350373555232564,1.0707228858338904,1.0284976560263153,1.0064127386630732,0.9429250231888024,0.9387677248631474,0.9379939255119848,0.9279668478527666,0.9131302610285584,0.9679747387694195,0.9944950949006544,1.0117871948955233,1.0246509306288698,0.8902228025831012,0.8534850331568421,0.8805095521015694,0.8786938338574699,0.9126496743903206,0.9186294343990491,0.9254176487362468,0.9292579798448524,0.9392170804894138,0.9286693701524991,0.9265681092407579,0.9950395312576183,0.9613032402336262,1.0044768639630604,0.9515135163747939,0.9898933651767446,0.9415489316159883,0.933721737888799,0.9362103267281481,0.9439130076383007,0.9384583061753349,0.9706320097344101,1.008572180523311,1.0045004621115678,0.9981765971029365,1.0029869354536671,0.9352942783102655,0.921964095101981
1.04,1.06,1.06,1.0627982126264592,1.0585107672112646,1.0599999999999998,1.0557705553613599,1.0600000000000003,1.0600000000000003,1.0507106735935958,1.0542298256109734,1.06,1.0548286264857893,1.0522700856507006,1.0511373434444085,1.0481394491493579,1.031796449724031,1.077974385220939,1.0332265686073558,1.0117828369475075,0.9566379802304219,0.9536845684394282,0.953471456994837,0.957878061169228,1.0095318709517447,0.9968173354393095,1.0047524371083754,1.0152517419631528,1.0232594868545095,0.9982005828416866,0.973934247089011,0.9491166485695838,0.9471373345120001,0.944749022363717,0.945788432485861,0.9498769214208329,0.9513885851672294,0.9533557311569887,0.9515256014741077,0.9516125493320862,1.004536443324001,0.9776057572012411,1.0080021541043742,0.9643622377574752,0.9971626944494849,0.9532974269247755,0.9526746108373616,0.9527553338213447,0.9541693728160906,0.9438419949439869,0.9703963558598139,1.0038402295864524,0.9974860198766892,0.9969315571809341,0.9972882106397646,0.96814596072774,0.9629953454075542
1.04,1.0600000000000003,1.0600000000000003,1.0590247056398499,1.0557789308808507,1.06,1.0504383035454807,1.06,1.0600000000000003,1.056162593369718,1.0466249213611425,1.06,1.0459385582694152,1.0403558911016109,1.0410568180955158,1.0342226678315753,1.0264318200356715,1.063700843257991,1.0309935976915268,1.0158321472282292,0.9451460861283788,0.9411114067089059,0.9400860460297277,0.9262663747820589,0.9275289445362584,0.9703621570477429,0.9851872458028987,0.9976804681915434,1.0068949338227422,0.9179859607713509,0.9111204467152861,0.9109857857446877,0.9095587680536268,0.9138775334152548,0.9177860691660441,0.9251917116655166,0.9299102790312126,0.9421688977225721,0.9292067637941841,0.9257945278870285,0.9758365080822609,0.9299073075039178,0.9964481218005881,0.9554859244070858,0.9906057840583696,0.944625072726888,0.9448495790935223,0.9436126568965846,0.9439888784596766,0.9512395768464589,0.9800708498457366,0.9799452487316143,0.9721354296665234,0.9809653335991636,0.9965279859226651,0.9222745908557,0.9179694929759159
1.04,1.06,1.0600000000000003,1.0622908993804414,1.0572080538702622,1.0599999999999998,1.0550386511429106,1.0600000000000003,1.0600000000000003,1.0496936812508564,1.0497083134365324,1.06,1.0527341980097011,1.0505478615162012,1.0503637478042032,1.0477955948108053,1.0470190269143052,1.078281496124891,1.0406910719612388,1.0219620178357742,0.9608813408497396,0.9580258223306676,0.9575177726836676,0.9535176456683724,0.9879905401242446,0.9958469599710333,1.0027761914285738,1.0111063421428517,1.0175043719884138,0.9729488284882244,0.9515819651045033,0.9384428194931278,0.9366417858358179,0.9381398965377449,0.9406645992891993,0.9455199225158905,0.9487854567966227,0.9583385338613672,0.9477458616292638,0.9457954119713707,0.9795565506374948,0.9434268091376629,0.9976673311018813,0.9686333263055645,0.9996353156208149,0.9535618258389372,0.9527934759890676,0.9545604348561485,0.955610296407952,0.951991633396317,0.9712934068691941,0.9917720525726279,0.9813053404293338,0.9864112351169952,1.0018230188520802,0.938015498744948,0.934178376176384
1.04,1.06,1.0599999999999998,1.0597774707335499,1.0559432498381882,1.06,1.0500525164930996,1.06,1.06,1.0505191504687257,1.0491606300518266,1.06,1.046221328185642,1.0406780097896744,1.042679260268466,1.0337481782555922,1.0243260316434457,1.0570509022573795,1.010782074969689,0.9934314957901917,0.9372189845535226,0.933544285651334,0.9323265944738983,0.9233977636193903,0.9183519353867593,0.9625144649397971,0.9846398286199788,0.9976413786546909,1.009705662429211,0.903117147824822,0.8873321717405998,0.9056211783065063,0.9041238193971151,0.9159309185368594,0.9202338887230517,0.9265549193210268,0.9293793931653966,0.9349716399287432,0.9294676354366003,0.928464251648097,0.9869238507322463,0.9671825602801505,1.001472275921817,0.9489476902561848,0.9881399747770367,0.939233127776585,0.9321767411488406,0.9327742405309252,0.9316618812454752,0.9246955979398183,0.9708203614510423,0.9622411568958225,0.9437011838219155,0.9604064006962337,0.9880660935726663,0.9423298011103693,0.9269018027197182
