name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.017652759212809635,0.0,,0.9388750730976511,0.0,0.945,1.0,False,,0.0,21.0
,2,-0.003340147518866965,0.0,,0.9688084914460606,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,-0.002811944691135937,0.0,,0.9835172969552282,0.0,0.8745,1.0,True,,4.0,11.0
,8,-0.004243315259397543,0.0,,0.9583458206994386,0.0,1.305,1.0,True,,5.0,29.0
,9,-0.001769751226226031,0.0,,0.9736797128656149,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.006659029018878939,0.0,,0.2574273334180665,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.0003408511264935618,0.0,,0.9843496607950367,0.0,0.477,1.0,True,,8.0,6.0
,12,0.02924901825189588,0.0,,0.943828107871081,0.0,0.59293,1.0,False,,9.0,13.0
,13,0.007281358195021466,0.0,,0.9608082762728166,0.0,0.63854,1.0,True,,10.0,14.0
