name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.0019232480946252822,0.0,,0.9531775097899972,0.0,0.945,1.0,True,,0.0,21.0
,2,0.03366325332679421,0.0,,0.9569965169262601,0.0,4.23,1.0,True,,1.0,94.0
,3,0.03924500000000014,0.0,,0.9816926112694584,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,-0.003033541177525044,0.0,,0.9816450457134956,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.002403783990159905,0.0,,0.9687594338644311,0.0,1.305,1.0,True,,5.0,29.0
,9,-0.002743926259409217,0.0,,0.9702683812797528,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.00017791810884934707,0.0,,0.9770175280139132,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,-0.0004512664378917182,0.0,,0.9837934296244468,0.0,0.477,1.0,True,,8.0,6.0
,12,0.0021030731419813264,0.0,,0.9964530835984327,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.016900600092654497,0.0,,0.930461630113984,0.0,0.63854,1.0,True,,10.0,14.0
