name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.01521655127375384,0.0,,0.9531478293399429,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.0032168762207031238,0.0,,0.9042569308810763,0.0,0.09,1.0,True,,1.0,2.0
,3,0.0032084591708290908,0.0,,0.9910493600113666,0.0,0.31927,1.0,True,,2.0,7.0
,6,0.0792984155893326,0.0,,0.8685994096861945,0.0,0.99,1.0,True,,3.0,22.0
,7,-0.01088378054648638,0.0,,0.7814365700014733,0.0,2.385,1.0,True,,4.0,30.0
,9,0.0032062579391524196,0.0,,0.9690000352851218,0.0,0.225,1.0,True,,5.0,5.0
,11,-0.0030489495001733286,0.0,,0.9042634939963712,0.0,0.8745,1.0,True,,6.0,11.0
,13,-0.001266357458030283,0.0,,0.9701225153181675,0.0,0.27365999999999996,1.0,True,,7.0,6.0
,14,-0.0023812330603599566,0.0,,0.9261477987421385,0.0,0.636,1.0,True,,8.0,8.0
,15,0.009680722499999994,0.0,,1.0,0.0,0.13682999999999998,1.0,True,,9.0,3.0
,16,-0.0026988409626388446,0.0,,0.9786753186127827,0.0,0.41049,1.0,True,,10.0,9.0
,17,0.0012983482518196133,0.0,,0.9897622304782273,0.0,0.192,1.0,True,,11.0,3.0
,18,-0.00795332448844224,0.0,,0.9746248033120363,0.0,0.41049,1.0,True,,12.0,9.0
,19,0.0035418137490749353,0.0,,0.9306704199146479,0.0,0.128,1.0,True,,13.0,2.0
,20,0.052288227647542956,0.0,,0.8954364853522098,0.0,0.77537,1.0,True,,14.0,17.0
,22,0.004016250000000008,0.0,,1.0,0.0,0.135,1.0,True,,15.0,3.0
,23,0.007854218387603758,0.0,,0.6615902702882885,0.0,0.512,1.0,True,,16.0,8.0
,25,0.005368992107659577,0.0,,0.9942703119085894,0.0,0.135,1.0,True,,17.0,3.0
,28,0.0009295346695557243,0.0,,0.9570781629950635,0.0,0.09,1.0,True,,18.0,2.0
,29,0.008640626534819604,0.0,,0.8786888888888889,0.0,0.45,1.0,True,,19.0,10.0
