0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10
5160,5160,5160,5160,5160,5160,5160,5160,5160,5160,5160,5161,5161,5161,5161,5161,5161,5161,5161,5161,5161,5161,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5163,5163,5163,5163,5163,5163,5163,5163,5163,5163,5163,5164,5164,5164,5164,5164,5164,5164,5164,5164,5164,5164,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5165,5166,5166,5166,5166,5166,5166,5166,5166,5166,5166,5166,5167,5167,5167,5167,5167,5167,5167,5167,5167,5167,5167,5168,5168,5168,5168,5168,5168,5168,5168,5168,5168,5168,5169,5169,5169,5169,5169,5169,5169,5169,5169,5169,5169,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5171,5171,5171,5171,5171,5171,5171,5171,5171,5171,5171,5172,5172,5172,5172,5172,5172,5172,5172,5172,5172,5172,5173,5173,5173,5173,5173,5173,5173,5173,5173,5173,5173,5174,5174,5174,5174,5174,5174,5174,5174,5174,5174,5174,5175,5175,5175,5175,5175,5175,5175,5175,5175,5175,5175,5176,5176,5176,5176,5176,5176,5176,5176,5176,5176,5176,5177,5177,5177,5177,5177,5177,5177,5177,5177,5177,5177,5178,5178,5178,5178,5178,5178,5178,5178,5178,5178,5178,5179,5179,5179,5179,5179,5179,5179,5179,5179,5179,5179,5180,5180,5180,5180,5180,5180,5180,5180,5180,5180,5180,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5182,5182,5182,5182,5182,5182,5182,5182,5182,5182,5182,5183,5183,5183,5183,5183,5183,5183,5183,5183,5183,5183
0.9495,0.932,0.989,0.728,0.84975,0.985,0.971,0.8212499999999999,0.9290000000000002,0.94,0.9197500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.9502499999999999,0.94,0.99025,0.736,0.882,0.9862500000000001,0.972,0.8545,0.93125,0.949,0.92225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.951,0.948,0.99125,0.744,0.9147500000000001,0.9874999999999999,0.973,0.8877499999999999,0.9337500000000001,0.9574999999999999,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952,0.956,0.99225,0.75275,0.9470000000000001,0.9884999999999999,0.9737500000000001,0.921,0.9359999999999999,0.96625,0.9277500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9527499999999999,0.964,0.9935,0.7610000000000001,0.97975,0.9897500000000001,0.9745,0.9542499999999999,0.9385,0.9749999999999999,0.93025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9535,0.972,0.9945,0.7690000000000001,0.9764999999999999,0.99125,0.9755,0.9875,0.9409999999999998,0.98375,0.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95425,0.9790000000000001,0.99575,0.7772500000000001,0.937,0.99225,0.97625,0.9390000000000001,0.9432499999999999,0.99225,0.9357500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955,0.9870000000000001,0.9967499999999999,0.786,0.937,0.9935,0.97725,0.919,0.94575,0.994,0.93875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
