0,1,2,3
11.906189591768907,3.905478323288236,16.98304195645689,87.8142503429413
29.627936240008268,26.554665937222623,49.15731592803383,5.336254511708038
105.11369443906177,72.59979853504515,88.33060912058099,62.36722070556089
127.19492112877188,62.33601157918027,1.5821242846556283,92.94372337437613
82.0062980041603,96.95957483196746,56.10302192557099,1.8647289372943021
27.36012735530463,58.135892727325775,97.00199890883124,84.68288014900352
105.38577752343394,6.653648135411494,26.031509857854097,80.47545637433454
129.66539973890352,91.8733435633606,39.48756129235549,96.32625284407118
68.63549316678989,59.911030764587835,1.5533275550835723,59.34814081966372
105.00304691837239,85.83138364290423,75.50821884676802,69.80572484473029
73.88005048322454,80.2161084004598,57.24885171916063,73.31425252875111
35.99656112950747,11.08913007440292,19.296273201911283,49.958417067888604
118.25934506428975,53.84405925945437,86.6608274166513,94.98059913536265
136.4636519197115,63.66044000018972,99.39130246104789,54.60708041429516
29.674423050114633,79.86042447602102,29.73313815072722,2.760601195450363
118.41920762387487,42.87687749994426,82.40098704123187,62.64961586242938
75.40781956068858,0.30179566195963625,95.11937854902045,90.54020337027781
74.7114682959696,31.44670111858496,91.07728311738374,36.655664385123444
51.98112657906762,93.18611166365406,93.68683813090936,84.43299485657133
114.35691523082707,59.437262383097774,97.5989068330905,90.15625846693213
106.15895646677947,31.995283807767837,98.43834501935108,22.0234226159156
116.25593980522753,64.9154197112478,67.36984238986317,57.84995797892005
3.727903856827006,11.092036903424063,67.45640237634105,79.97765368973863
105.60283308068182,21.073239208332073,60.095424810764,74.89283752458364
