name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.030101116722822188,0.0,,0.8522671589234443,0.0,0.945,1.0,True,,0.0,21.0
,2,0.007530149982608758,0.0,,0.9657610259050365,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,-0.002544904224856863,0.0,,0.9814011859675448,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.010176093886848606,0.0,,0.9591482592931998,0.0,1.305,1.0,True,,5.0,29.0
,9,-0.004618417409818373,0.0,,0.9741156903327717,0.0,0.7155,1.0,True,,6.0,9.0
,10,-0.00048751975551149414,0.0,,0.9851294888253653,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,-0.0007685726503540262,0.0,,0.9852045613219198,0.0,0.477,1.0,True,,8.0,6.0
,12,0.0015092145492234602,0.0,,0.9974546497070085,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.0006771898833218271,0.0,,0.9685359201077034,0.0,0.63854,1.0,True,,10.0,14.0
