0,1,2,3,4,5,6,7,8,9,10,11,12,13
1.06,0.9985064487904309,0.9766378343105317,0.987347521922023,0.9892462405270563,1.005373801290989,1.012807928461771,0.9767457842826845,1.0386397235633622,1.0280083098760555,1.0133170382120045,0.9956489285335736,0.9978318532484379,1.0148811125891346
1.06,1.004655888825655,0.9756002432107925,0.9801472177415086,0.9852313422456365,1.0103071954846383,1.0025062723173714,0.9745823073387143,1.0216068390105484,1.0137003340746549,1.0084814710577532,1.000330208754612,0.997997069190994,1.006449177468852
1.06,1.0033529072254899,0.9786547946929934,0.9792005297500742,0.9844615122321235,1.009373534619808,1.00266361724141,0.981405428647995,1.0176851854063416,1.0135291625059033,1.0100141915864613,1.0002830291889084,0.9969857005941081,0.9946971915323345
1.06,1.002719491049647,0.9797621965408329,0.978502136761984,0.9851423105994196,1.0154326474666595,0.994790805647103,0.9775912666320802,1.0036882696865528,1.0001293022628988,1.0069000680852418,1.0068048551897426,1.0029655787687974,0.9859308634710543
1.06,1.0030269750207659,0.9794973051548003,0.979933765318341,0.9831789726537757,1.0015951349586247,1.0021696224627363,0.978477178812027,1.0188040555939766,1.017080338347237,1.0083594069972595,0.9902632295930699,0.9925599723221181,1.001990826035292
1.06,1.0047749637067316,0.9781694382429124,0.9795814708955578,0.9848944305072739,1.0078872716426848,1.0001514545773817,0.9723840904235841,1.017562979320968,1.0131034406426576,1.0076418871773105,0.998210537483416,0.9960283036332716,0.9978379188465025
1.06,1.0020422364026307,0.9794573384523395,0.9682113701030083,0.9768534595458468,1.0168203455209732,0.9812921781686043,0.9769874227046971,0.9809871410897983,0.9804897479164516,0.9955676374906576,1.0002085148963056,0.9925581878563355,0.9620633503675242
1.06,1.0038785515725612,0.9772873884439468,0.9853370187818851,0.9891252839467882,1.0085403832793236,1.012296395493395,0.9706471526622774,1.0421276843344185,1.0353194147932252,1.0213968640672142,1.002614347258025,1.0051138470027665,1.0191346514355653
1.06,0.9986790824681518,0.9823132652044299,0.985642961572504,0.989273362867651,1.0139249885082247,1.0141915804407244,0.9846844613552096,1.037597546581396,1.0264049242084499,1.0190922876698962,1.0043984436982516,1.004756773047464,1.015168885069315
1.06,1.0004182397574188,0.9852165222167971,0.977034029025645,0.9816519658078974,1.0047839084267611,0.993751384658921,0.9747388553619384,1.0039810282444708,1.0067406610455663,1.0051900235632514,0.9919461076752895,0.9845490313289356,0.9795636565665579
1.06,1.003584215566516,0.9827017152309419,0.9768244049797772,0.9813494126039,1.007809161245823,0.9987139383147663,0.9855078279972075,1.0082691460169375,1.00987138993196,1.0084047526912097,0.9930501055555816,0.993790492848477,0.9870675750963411
1.06,0.9964017569273709,0.9809245997667312,0.9786150874532815,0.9830675584917791,1.0109584125876427,1.0047380810650561,0.9786352646350859,1.0253632662434138,1.0140089889578023,1.009622953431563,1.0060391209776682,1.0037241892783793,1.0042163593367082
1.06,1.0075742587447167,0.9766473758220673,0.9793597545976814,0.9862703538073352,1.0075604498386386,0.9913043368058311,0.9748460543155668,0.9976020598181594,0.9929633219387853,0.9969857546388684,1.003577849187161,1.0045983323227392,0.99412356965099
1.06,1.0056406421959403,0.9780269503593445,0.9838330264932369,0.9875733291308039,1.004187985956669,1.0088354881474006,0.9699446678161621,1.0356550000212388,1.029119740567356,1.0175770892700258,0.99667490833966,0.9961439914556952,1.0047339369950514
1.06,0.9986783801764253,0.9738896375894543,0.9755160621999412,0.9811666157827663,1.0158324646949768,1.005728915752869,0.9732246124744418,1.031788143827025,1.0236888813979073,1.0155731923937568,1.0114711136410475,1.0094289137051355,1.008877567588276
1.06,1.0020999946445224,0.9769956517219544,0.9722922865407897,0.979829806052315,1.0202267634868623,0.9922765024425682,0.9827134847640993,0.9989959267128471,1.0003620536787794,1.0095975925064626,1.010886582258823,1.0021314401700416,0.9840621462436006
1.06,1.0009754628688097,0.9806217658519746,0.9717185311474457,0.9805762559607059,1.0175757843256,0.9941117211056524,0.9856061220169068,1.0009376029853416,1.0030756821117306,1.0066380610316483,1.0092406804049747,1.0012148156397591,0.9890828682383146
1.06,0.9977570114284754,0.9786640822887421,0.9731244433586508,0.9793540494842464,1.0191560417413712,0.9874759367554002,0.9736164116859438,0.9935823212136206,0.9969461624055183,1.0050150330920005,1.0073011188007759,0.9998065468105106,0.976887927919257
1.06,1.0033430349081753,0.9747415518760681,0.9785134257906389,0.9854040570214623,1.0172836220264434,0.9983844389697594,0.9737494456768035,1.0134195581434424,1.0045769889979268,1.0081852578006152,1.0084005587530163,1.0053618382567209,0.9907039359067789
1.06,1.0073558621108532,0.9808818221092224,0.9855669417748049,0.9901518153019845,1.0151305073499677,1.0056266360630604,0.9763267624378204,1.0240063027295545,1.0213206023109418,1.0173666732403321,1.0100801834263762,1.0102287541270596,1.0103556540250274
1.06,1.0011324592679738,0.9777650308609015,0.9800545273785438,0.9868835222564295,1.0188242274522783,0.9942067231541719,0.9762318551540374,1.0023731514156184,0.9985845771526477,1.0081535877385004,1.0069537149583931,1.0042883903615323,0.9953777819943082
1.06,0.9993405630439518,0.9789607596397398,0.9763973073695269,0.9817951456081844,1.0168596076965333,1.0024377994435847,0.9769902515411377,1.0220426635604398,1.0146175484377105,1.0134624480174306,1.001432436111331,0.9998301011643772,1.0039507755461905
1.06,0.9979081141203644,0.982358753681183,0.9794848533390699,0.9847859710647036,1.0140290662646292,1.0037495140002575,0.9740705275535584,1.0242941579559575,1.0160443028229262,1.0117485274356375,1.0029436827390208,1.0029520989478145,1.0047907072233633
1.06,1.000122296451591,0.9791918534040451,0.9797330702448765,0.9847453485810344,1.0059009411931035,1.003340226738941,0.9759572291374209,1.0232222624304708,1.021248174007832,1.0143532878151111,0.997177008549087,0.9952050530072755,1.0012256430186615
