name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.002171537272069951,0.0,,0.9643473869668459,0.0,0.945,1.0,True,,0.0,21.0
,2,0.035008133673658404,0.0,,0.9640948292002122,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,0.006004383889966165,0.0,,0.9741964055128421,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.05174249316453933,0.0,,0.7275180591802283,0.0,1.305,1.0,True,,5.0,29.0
,9,0.0009814490477476623,0.0,,0.966700447390176,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.0010629362893059859,0.0,,0.9825426300273742,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,-0.0003568280514708172,0.0,,0.9830226624671913,0.0,0.477,1.0,True,,8.0,6.0
,12,0.002163380230119284,0.0,,0.9963513732985019,0.0,0.59293,1.0,True,,9.0,13.0
,13,-0.000856011400093365,0.0,,0.973037876776745,0.0,0.63854,1.0,True,,10.0,14.0
