name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.0020662014087908104,0.0,,0.9636992606624329,0.0,0.945,1.0,True,,0.0,21.0
,2,0.012872139175229114,0.0,,0.9573943190922438,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,-4.677388902545043e-05,0.0,,0.9818466291660631,0.0,0.8745,1.0,True,,4.0,11.0
,8,-0.0010267215637443927,0.0,,0.9607134686511913,0.0,1.305,1.0,True,,5.0,29.0
,9,0.005872306054830551,0.0,,0.8473544957115474,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.0003365222155989698,0.0,,0.9817252986149416,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,-2.7059049329952733e-06,0.0,,0.9856457736884593,0.0,0.477,1.0,True,,8.0,6.0
,12,0.0010731387837672537,0.0,,0.9965025110759728,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.023973164844512937,0.0,,0.6977864166222373,0.0,0.63854,1.0,True,,10.0,14.0
