name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.0037661965709365197,0.0,,0.9404853931967584,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.0020705404937267306,0.0,,0.8664939945141474,0.0,0.09,1.0,True,,1.0,2.0
,3,0.012916735338516248,0.0,,0.9924570906709563,0.0,0.31927,1.0,False,,2.0,7.0
,6,0.04927289226353168,0.0,,0.9952705982459916,0.0,0.99,1.0,True,,3.0,22.0
,7,0.006265591286122793,0.0,,0.8868770823002611,0.0,2.385,1.0,True,,4.0,30.0
,9,0.011895334720611574,0.0,,0.9153681543138293,0.0,0.225,1.0,True,,5.0,5.0
,11,-0.00043773258170112794,0.0,,0.9494994481627202,0.0,0.8745,1.0,True,,6.0,11.0
,13,0.006897701183862098,0.0,,0.9642053686467227,0.0,0.27365999999999996,1.0,True,,7.0,6.0
,14,-0.012771923561438931,0.0,,0.9654183591801275,0.0,0.636,1.0,True,,8.0,8.0
,15,0.0111,0.0,,0.9806225608419207,0.0,0.13682999999999998,1.0,True,,9.0,3.0
,16,-0.005242425251359647,0.0,,0.9819788600176383,0.0,0.41049,1.0,True,,10.0,9.0
,17,0.004620444963455201,0.0,,0.9908148175179958,0.0,0.192,1.0,True,,11.0,3.0
,18,0.015443801084160803,0.0,,0.9173728436360468,0.0,0.41049,1.0,True,,12.0,9.0
,19,0.00038077490520476397,0.0,,0.9849748039469123,0.0,0.128,1.0,True,,13.0,2.0
,20,0.060798517698049545,0.0,,0.8894122647227126,0.0,0.77537,1.0,True,,14.0,17.0
,22,0.007965000000000022,0.0,,1.0,0.0,0.135,1.0,True,,15.0,3.0
,23,0.0017488626003265562,0.0,,0.9666657472662628,0.0,0.512,1.0,True,,16.0,8.0
,25,0.01101704317331314,0.0,,0.718607727209727,0.0,0.135,1.0,True,,17.0,3.0
,28,0.002565329784154892,0.0,,0.9365036642683878,0.0,0.09,1.0,True,,18.0,2.0
,29,-0.01110925639271736,0.0,,0.9663127635717392,0.0,0.45,1.0,True,,19.0,10.0
