name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,0,-0.006910345404595397,0.0,,0.9869579412506686,0.0,2.475,1.0,True,,0.0,55.0
,1,-0.00390312363799895,0.0,,0.9448379730518598,0.0,0.135,1.0,True,,1.0,3.0
,2,-0.05073804667722036,0.0,,0.946867499811648,0.0,1.87001,1.0,True,,2.0,41.0
,4,0.023593108922243117,0.0,,0.931080100721783,0.0,0.585,1.0,True,,3.0,13.0
,5,-0.05691002867094924,0.0,,0.9657053411034047,0.0,5.9625,1.0,True,,4.0,75.0
,7,-0.1847135938676076,0.0,,0.9581350231307247,0.0,6.75,1.0,True,,5.0,150.0
,8,0.15007029944658284,0.0,,0.956350634071062,0.0,9.6195,1.0,True,,6.0,121.0
,9,-0.003121931754481791,0.0,,0.9623103189893365,0.0,0.22805,1.0,True,,7.0,5.0
,11,1.2212110375463963,0.0,,0.9392457430407686,0.0,29.9715,1.0,True,,8.0,377.0
,12,-0.0022106413575509326,0.0,,0.9588073139935799,0.0,0.82098,1.0,True,,9.0,18.0
,13,0.007749630942940712,0.0,,0.8839910785857066,0.0,0.4561,1.0,True,,10.0,10.0
,14,0.04232589761018753,0.0,,0.9710610068254171,0.0,1.408,1.0,True,,11.0,22.0
,15,0.014709225000000131,0.0,,1.0,0.0,1.96123,1.0,True,,12.0,43.0
,16,-0.03695961302268508,0.0,,0.9730001439647749,0.0,2.688,1.0,True,,13.0,42.0
,17,0.01727178071776632,0.0,,0.9850253361574104,0.0,1.23147,1.0,True,,14.0,27.0
,18,-0.001846981886364514,0.0,,0.9748186526935961,0.0,0.135,1.0,True,,15.0,3.0
,19,4.906355261807653e-06,0.0,,0.9552883309004828,0.0,0.128,1.0,True,,16.0,2.0
,22,0.0001503176060132505,0.0,,0.9340567318741232,0.0,0.27,1.0,True,,17.0,6.0
,24,-0.007123128151930865,0.0,,0.9366180438817374,0.0,0.27,1.0,True,,18.0,6.0
,26,-0.012820154677927496,0.0,,0.9653452970915369,0.0,0.405,1.0,True,,19.0,9.0
,27,0.007569016867637647,0.0,,0.9868164721392096,0.0,0.256,1.0,True,,20.0,4.0
,28,0.004024592143297201,0.0,,0.8571990736611188,0.0,1.088,1.0,True,,21.0,17.0
,29,0.005044844028353692,0.0,,0.8511413067309801,0.0,0.13682999999999998,1.0,True,,22.0,3.0
,30,0.0001657098935358356,0.0,,0.9736668802353102,0.0,0.3975,1.0,True,,23.0,5.0
,31,-0.001881309884786606,0.0,,0.8823357247196655,0.0,0.0795,1.0,True,,24.0,1.0
,32,0.002503738359452787,0.0,,0.9692981682339603,0.0,0.13682999999999998,1.0,True,,25.0,3.0
,34,-0.011426719472564757,0.0,,0.9670446132650634,0.0,0.477,1.0,True,,26.0,6.0
,37,-0.0010968828391432622,0.0,,0.9670144808273644,0.0,1.113,1.0,True,,27.0,14.0
,40,-0.009876006606230734,0.0,,0.944911398793281,0.0,0.27365999999999996,1.0,True,,28.0,6.0
,41,-0.008872842384763952,0.0,,0.9760192940144705,0.0,0.31927,1.0,True,,29.0,7.0
,42,0.005515461671352386,0.0,,0.809032907459471,0.0,0.09,1.0,True,,30.0,2.0
,43,-0.0013789673831462457,0.0,,0.9787044695531949,0.0,0.768,1.0,True,,31.0,12.0
,46,0.02391066183021312,0.0,,0.9828272984071953,0.0,1.3226900000000001,1.0,True,,32.0,29.0
,48,-0.007919860509037972,0.0,,0.7921251210859048,0.0,1.152,1.0,True,,33.0,18.0
,49,-0.02675800382651388,0.0,,0.9670907709624154,0.0,1.344,1.0,True,,34.0,21.0
,50,0.01109239742159844,0.0,,0.9360015006440241,0.0,1.431,1.0,True,,35.0,18.0
,51,-0.0026366871994640585,0.0,,0.9298517377807551,0.0,0.18,1.0,True,,36.0,4.0
,52,-0.04243526323340834,0.0,,0.9460611551991143,0.0,1.59,1.0,True,,37.0,20.0
,53,-0.005059715843200684,0.0,,0.7472354849874973,0.0,0.256,1.0,True,,38.0,4.0
,54,-0.0025902390182018266,0.0,,0.8814065221548081,0.0,0.27,1.0,True,,39.0,6.0
,55,0.006554180237650871,0.0,,0.9335286442122682,0.0,0.31927,1.0,True,,40.0,7.0
,56,0.010903366337299328,0.0,,0.9906441831700503,0.0,0.384,1.0,True,,41.0,6.0
