name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.012629645423591143,0.0,,0.9293647041519483,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.0035028383506834483,0.0,,0.9205795738812949,0.0,0.09,1.0,True,,1.0,2.0
,3,0.021069055318832394,0.0,,0.8937413406171342,0.0,0.31927,1.0,True,,2.0,7.0
,6,0.017158617516234514,0.0,,0.9970819368850854,0.0,0.99,1.0,True,,3.0,22.0
,7,-0.007848931118845937,0.0,,0.9447090435560392,0.0,2.385,1.0,True,,4.0,30.0
,9,-0.00031047483012077923,0.0,,0.9796201118661297,0.0,0.225,1.0,True,,5.0,5.0
,11,-0.01712237365044003,0.0,,0.9669203846192796,0.0,0.8745,1.0,True,,6.0,11.0
,13,0.009899214059114456,0.0,,0.9511734051710681,0.0,0.27365999999999996,1.0,True,,7.0,6.0
,14,-0.009255072372078905,0.0,,0.9399276729559749,0.0,0.636,1.0,False,,8.0,8.0
,15,0.00013682999999999924,0.0,,1.0,0.0,0.13682999999999998,1.0,True,,9.0,3.0
,16,0.011069049273687584,0.0,,0.9689654541491572,0.0,0.41049,1.0,True,,10.0,9.0
,17,0.0010410587203502665,0.0,,0.9924221808351577,0.0,0.192,1.0,True,,11.0,3.0
,18,0.007214253646769149,0.0,,0.9640747366483207,0.0,0.41049,1.0,True,,12.0,9.0
,19,0.003897613668441772,0.0,,0.8687001067847012,0.0,0.128,1.0,True,,13.0,2.0
,20,0.056317457467317575,0.0,,0.806633010649519,0.0,0.77537,1.0,True,,14.0,17.0
,22,0.002868749999999998,0.0,,1.0,0.0,0.135,1.0,True,,15.0,3.0
,23,0.00820834376811981,0.0,,0.784781921422109,0.0,0.512,1.0,True,,16.0,8.0
,25,0.004922955447435385,0.0,,0.9944663366476694,0.0,0.135,1.0,True,,17.0,3.0
,28,-0.0015636361646652218,0.0,,0.9706262648370532,0.0,0.09,1.0,True,,18.0,2.0
,29,0.009169163748621943,0.0,,0.668875919441382,0.0,0.45,1.0,True,,19.0,10.0
