name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.001922853515029882,0.0,,0.9571111177096361,0.0,0.945,1.0,True,,0.0,21.0
,2,0.062027578521859084,0.0,,0.9475971807117375,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,-0.0029970349520444042,0.0,,0.9795235269188826,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.005971847517060355,0.0,,0.9602362047727392,0.0,1.305,1.0,True,,5.0,29.0
,9,0.0008150492557225594,0.0,,0.9696688432820417,0.0,0.7155,1.0,True,,6.0,9.0
,10,-0.0004379593381963493,0.0,,0.981894284105515,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,-0.00033048289963336086,0.0,,0.9841316532403168,0.0,0.477,1.0,True,,8.0,6.0
,12,0.0021590778923365264,0.0,,0.9963586293620891,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.0014864117768181237,0.0,,0.9683905017042864,0.0,0.63854,1.0,True,,10.0,14.0
