name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.0028061039151391076,0.0,,0.96452910503191,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.026629004458088024,0.0,,0.9728760267385457,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0259,0.0,,0.8671333333333334,0.0,0.315,1.0,True,,3.0,7.0
,5,0.0009694712327203911,0.0,,0.9746705255650372,0.0,0.8745,1.0,True,,4.0,11.0
,8,-0.003404109293710128,0.0,,0.9649593353294131,0.0,1.305,1.0,True,,5.0,29.0
,9,0.0013005017339951588,0.0,,0.9679050531890526,0.0,0.7155,1.0,True,,6.0,9.0
,10,-0.00015801245850016396,0.0,,0.9747941672542961,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.0021684325897984753,0.0,,0.9810989216782473,0.0,0.477,1.0,True,,8.0,6.0
,12,0.0016448332309608599,0.0,,0.995612231707953,0.0,0.59293,1.0,True,,9.0,13.0
,13,-0.001338226200300989,0.0,,0.9703170170481709,0.0,0.63854,1.0,True,,10.0,14.0
