name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.028102764320857815,0.0,,0.9612616250572934,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.004433662592172625,0.0,,0.9422370823091931,0.0,0.09,1.0,True,,1.0,2.0
,3,-0.001195722334070802,0.0,,0.9952548240233321,0.0,0.31927,1.0,True,,2.0,7.0
,6,0.022594366921037487,0.0,,0.9980725928495326,0.0,0.99,1.0,True,,3.0,22.0
,7,0.008444569252431394,0.0,,0.9077906998961975,0.0,2.385,1.0,True,,4.0,30.0
,9,0.010786388817429559,0.0,,0.9759395058552424,0.0,0.225,1.0,True,,5.0,5.0
,11,-0.0020476816214621066,0.0,,0.8741584544065613,0.0,0.8745,1.0,True,,6.0,11.0
,13,0.004611528503070471,0.0,,0.9663513063767831,0.0,0.27365999999999996,1.0,True,,7.0,6.0
,14,-0.0041898946881294245,0.0,,0.9414121152702367,0.0,0.636,1.0,True,,8.0,8.0
,15,0.004241730000000004,0.0,,1.0,0.0,0.13682999999999998,1.0,True,,9.0,3.0
,16,0.0076337689189911045,0.0,,0.9705967232307512,0.0,0.41049,1.0,True,,10.0,9.0
,17,0.009140069711208345,0.0,,0.9783545297458769,0.0,0.192,1.0,True,,11.0,3.0
,18,0.0010878997634223356,0.0,,0.9711502466891333,0.0,0.41049,1.0,True,,12.0,9.0
,19,0.002993288019657139,0.0,,0.9813850626535713,0.0,0.128,1.0,True,,13.0,2.0
,20,0.008653597622241882,0.0,,0.9986606041273739,0.0,0.77537,1.0,True,,14.0,17.0
,22,0.0018562499999999899,0.0,,1.0,0.0,0.135,1.0,True,,15.0,3.0
,23,-0.009116821408748647,0.0,,0.9766937081860378,0.0,0.512,1.0,True,,16.0,8.0
,25,0.00479250000000001,0.0,,1.0,0.0,0.135,1.0,True,,17.0,3.0
,28,-0.00029757775586097823,0.0,,0.9644435804904334,0.0,0.09,1.0,True,,18.0,2.0
,29,0.010868060380220416,0.0,,0.9376512452893787,0.0,0.45,1.0,True,,19.0,10.0
