name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.011476328787869472,0.0,,0.9424831708554682,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.01023544491194106,0.0,,0.9726891549939896,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.00968799999999996,0.0,,0.9692444444444446,0.0,0.315,1.0,True,,3.0,7.0
,5,0.009729715682202655,0.0,,0.9542868952862605,0.0,0.8745,1.0,True,,4.0,11.0
,8,-0.005509860508055284,0.0,,0.9655627252051601,0.0,1.305,1.0,True,,5.0,29.0
,9,-0.0008374803969346187,0.0,,0.9691540640563429,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.0006056252590393458,0.0,,0.9787886502301424,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.0057394993281734835,0.0,,0.9648368145695084,0.0,0.477,1.0,True,,8.0,6.0
,12,-0.000154850912214885,0.0,,0.9981195315458441,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.003368253205539559,0.0,,0.9659765125830443,0.0,0.63854,1.0,True,,10.0,14.0
