name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.0004029722552656573,0.0,,0.9598329687866256,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.019095665484948676,0.0,,0.967826629739134,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,0.00020376934853645612,0.0,,0.9792916086209722,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.03364622987590951,0.0,,0.9190606329360667,0.0,1.305,1.0,True,,5.0,29.0
,9,0.0005905314347673177,0.0,,0.9710334894052717,0.0,0.7155,1.0,True,,6.0,9.0
,10,-0.00018891281962628466,0.0,,0.9844320551901353,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,-0.00013464240005918449,0.0,,0.9848721052265196,0.0,0.477,1.0,True,,8.0,6.0
,12,0.0005035945000045339,0.0,,0.9974042628859089,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.0001916418388250088,0.0,,0.9699418656184707,0.0,0.63854,1.0,True,,10.0,14.0
