0,1,2
-14.251875035674573,-28.944433864291433,16.697935289092925
1.140562186322697,-30.924893166602303,39.94692069433428
-36.515933631502236,-7.0440118954558315,-56.485671807514244
-12.614592059722863,-3.1568265109345788,-41.75594832290486
6.720351025735759,-33.09473734677324,28.10532852500188
-6.086139083126753,-6.198768223373698,38.718285899594036
29.471442336378146,-9.185045781300822,-66.19166877472105
8.552638198059263,25.966066324264787,-46.30843747821509
-4.926186774192878,0.39204305915695414,-24.704215545142162
-40.90654371765775,29.14568402519417,-32.285568336517834
-7.147909660526274,-14.614553672439236,7.136906745418699
13.231040563359691,-27.965696852804545,-11.654518372652802
-30.747846513577954,36.15382939034372,34.82890295875963
-12.9160156057677,-23.149704130558064,57.94816680311848
-27.156178426908212,8.943220560047493,-1.5027366207197161
-18.97902278697149,-47.99549613884009,18.11036119614151
-18.009286351484207,-2.8018339679714543,6.929554952377117
-28.436808717099154,36.274297550162146,-39.56366031729637
17.18870992611857,-40.41887411788996,-65.7174723527953
-8.80733628872968,16.505850509573662,-42.276204345736254
38.1074368401151,-5.094557780639214,-41.01302264453601
-28.188796761709916,-4.877736397497422,29.115963886648913
-1.5575143629332118,24.340651935421562,50.09753258153195
-39.88308041165709,43.16414836712468,-55.700687247632914
