0,1,2
-0.009198533991590652,0.06276373939588664,-0.0713675517557561
-0.00448909647217921,0.016006509620332343,-0.03790353765412763
0.006040498260963312,-0.01245811703143479,-0.01353026208048036
-0.0032296391782529743,-0.013177628514863371,-0.03504117568755133
0.0008337783323387749,0.03001335635491531,0.02964550880963407
-0.010944569954481842,0.007849300545830884,0.02431443889516499
-0.01955450884145854,-0.024945312032328193,-0.03387175404843923
-0.014085201848298312,0.03392429272938596,0.048148908293043524
-0.006762033998966244,-0.025295767907478228,-0.014299922998410597
-0.01068465779721739,0.006848991994055864,-0.012092213069171187
-0.025584394857287418,-0.0,-0.013405009807305968
-0.015333774503320463,0.0,0.001194473361961157
-0.005626095749437787,0.11469675892309861,0.02720582844219821
0.007283799273893221,0.013431514821195811,0.01895163505357067
0.00680281428806484,0.007763304081965017,-0.0014405864812679359
-0.0,-0.04326483171645362,-0.03506394244766042
0.0,-0.0005929315260715384,-0.010945609181024385
-0.00015318465535529846,0.005909193359510956,-0.01692022477006061
-0.012365109387785178,-0.0,-0.010250140140732167
-0.0298309312686324,0.0,-0.04168915638187659
-0.03970517114549876,0.0,0.04740539623423756
0.007944507937878376,0.23349597275257106,0.002771582017573493
-0.038676242776215064,0.0,0.04968937668387041
-0.030559906460344788,0.0,-0.044734627701499496
