name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.006359648621191524,0.0,,0.9527985176844164,0.0,0.945,1.0,True,,0.0,21.0
,2,0.009022026740604483,0.0,,0.9680602121061832,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,0.00710182040302032,0.0,,0.9715211299496679,0.0,0.8745,1.0,True,,4.0,11.0
,8,-0.002229666974586611,0.0,,0.9619643674426341,0.0,1.305,1.0,True,,5.0,29.0
,9,-0.0011542906061578762,0.0,,0.9658698575360125,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.014784592353343961,0.0,,0.0,0.0,0.13682999999999998,1.0,False,,7.0,3.0
,11,6.895435386525609e-05,0.0,,0.9806447148899158,0.0,0.477,1.0,True,,8.0,6.0
,12,-0.0008809829805176209,0.0,,0.9959493133020456,0.0,0.59293,1.0,True,,9.0,13.0
,13,-0.002618754867800839,0.0,,0.9669306130368029,0.0,0.63854,1.0,True,,10.0,14.0
