0,1,2,3,4,5,6,7,8
30.423501103932743,18.348275214510704,44.579449077930505,30.862982991820765,20.828389742563534,30.353876154294696,61.88179489574074,31.65732601038223,13.708117833795441
36.124718329146475,18.055283215522657,27.369745918928746,13.310831102727855,14.314069093318016,53.83589075373624,95.73332836891981,43.18286285716039,34.52290543955207
47.28375422317971,15.013996662056691,31.562204613205065,22.730335874360584,19.273465336759813,36.623144244595586,77.98406506494773,41.38368051763535,32.93482761322385
56.36895276208031,14.229081755497866,43.24848063362689,50.62817242530253,62.883769126050026,5.831698245951265,18.541991059065207,20.48753100035169,46.81341549348676
24.715355455168176,8.36209794311802,49.526481331547906,39.51304857554172,29.746350451902252,20.51998722499357,55.595037829980555,39.44004932372846,25.628104410720027
33.868590408168195,18.64794944665294,49.23675487854396,39.577311881362256,30.72531981789126,24.653985701927297,52.537600853073926,28.081136246239634,15.243900526362092
44.46407907755421,16.50993941987126,57.645380591094366,50.30392646298948,43.56592337245062,19.83211901001122,58.645373258171915,39.0769922363445,33.42645520869134
32.03452925572999,13.296160492039633,54.88295639675177,37.7940018263579,33.589025524045994,15.856662387341771,59.89378639944627,44.72568565496511,27.184932156448514
23.74301390450856,12.46528658864155,53.27216917324664,37.110455391213684,21.400426933559494,32.54401140890158,78.44228669987551,47.72744294549931,25.958817322440815
12.389572481184885,18.604843463216614,42.07448681850326,30.035927950581197,18.096047712860084,36.63029178739078,65.32399395569188,29.853895452124245,17.837295429257953
31.62895263703097,7.310853377785318,40.38597515191653,28.38052617800666,16.429088764950443,20.89375327154026,58.36246554968173,37.49292278553689,24.718802230806535
69.18955182487439,30.23255031928535,27.651860632091562,37.12411405289287,48.34908767291036,12.55018778803506,28.59900903818291,19.490127267544963,40.9960770451286
121.19992486332181,53.565877543013784,19.095260804770398,18.770341149912635,41.515692568046276,19.453636095858993,21.18130860243434,13.094863121771352,67.6757688914012
19.227947717733933,13.078823277541648,43.207456422032095,30.49906726904137,19.508837359620703,34.81117385254159,65.4097954029666,32.85840608388341,18.765728038045694
36.42296313602517,12.976941767794637,49.57085095094009,30.90348818907022,13.630886600286871,21.233293298614356,66.35116027786687,45.18912659026411,27.546572513778024
46.74116037082263,24.42119071540446,34.85901263858173,30.649784204088128,31.70796359097529,20.10602484149671,36.677925779716794,19.84579641739469,27.047397498721388
48.71416337210358,14.290614406501929,41.797440886279716,46.02875823248326,50.393650906738955,17.55429564654466,42.976940569407205,25.59575085996207,34.87533051882784
31.910805191077962,22.805288732187172,42.841550630800484,24.65919270231486,20.342940665178034,35.18759573572384,62.34587958431218,30.210105666090282,18.58793591857455
33.493877967090874,15.173303034099217,27.477703700943074,27.296665499101074,29.2621512690013,31.923793412158457,50.47238065955083,20.20493406926631,18.368797532063212
28.31093512032263,13.704076793010112,37.90291022016611,29.592132774426133,21.948297194845335,16.46251445229078,40.62740473639817,24.204987088412505,15.678500471209986
31.223386876098715,15.219300695158303,22.85753087749851,16.360613826379915,14.037290760269123,26.616774147176002,47.64976243714782,21.061439589455116,16.236053969946912
22.95032678114575,9.149122766061762,36.337214924821176,32.940598869156155,29.606862133032724,22.959233764918547,47.72774999861694,27.101881030519436,21.288537002722567
75.74124335439012,30.361730642354217,14.667168305560372,13.908781088114466,33.89058480651426,17.189915592199412,24.015527502246677,11.499521095906239,49.148602191675
31.022922519215662,14.737083543055826,46.53495025003165,39.85862477188548,33.30298379349724,37.708094890425144,73.95355497878275,36.61011407302105,19.178349595783185
