0,1,2,3,4,5
5.628134244094825,22.243766048478058,52.53320147891903,7.3878824879701375,35.68538701416001,278.6443013767977
2.3623965786495202,60.076162002217586,29.885012607569546,336.5264106513435,87.61473092871253,385.3963893416776
12.691778319336992,67.14410009739899,20.84406430299552,110.10025704591924,88.08713268588862,368.1072038185149
22.866242115711195,56.0412297706021,13.250288957550922,231.02460989524093,75.79696118160804,207.32155387520044
28.734761612346905,21.61961368683656,69.99056845923906,362.46100439547536,85.02445862152645,66.42570922801006
63.495556198415045,6.545052052656982,22.287465976238636,517.3376877457785,75.49924439140896,39.7261322591301
67.15088143561152,67.7391037602495,3.4130963962634464,21.448255849224672,28.17011505144668,353.33497841179934
37.77821410903882,7.4185466371446305,0.8565722275647696,298.267308944402,83.76911485827944,161.08589804371462
20.62599610299739,12.12372865871071,77.59646628115586,537.3476987869125,58.214348987293114,194.0402824160096
71.7522678055084,10.688146985047087,80.39525659364921,424.0496737520775,15.463471217808934,226.8382164794619
13.570472936854184,58.30566255699231,18.125761500884288,269.53918255782185,61.169425798109,22.440569138965994
64.41368567201911,70.11166043329281,5.424716507764493,480.76230633570174,78.89319512566334,59.23688562220097
87.56240512281586,69.09365296706713,36.062658737440785,60.57919399429194,67.0888725254984,152.08201921291288
54.3491428319022,69.01431124927358,69.6343717786016,353.2709456557132,12.867355511577008,70.77799147102394
22.958862251474937,6.6104731663978775,38.682216985868585,451.3838197028453,36.91625050071348,289.0569038016016
70.91749096944865,24.785363856773056,50.66880300729462,193.80781317789805,69.19413326809584,131.95904817905554
7.071909644995414,60.1922383579742,1.3398667536647453,434.39949331635614,80.80356085897745,260.6608135816391
78.21712987409205,65.93019195443857,79.88999903185001,385.8873168214051,64.72644308904081,407.953974804403
47.97257021372621,2.495742017572033,17.70762584228923,237.45935123741776,6.674656426255121,332.998451258601
68.10315778942518,11.955952644916735,28.91323431082099,69.79590745868543,20.28884198208334,116.99991409897783
10.325653032204599,41.41563325638886,87.36200174894525,167.70769758864796,63.473906710581275,237.76598918165965
75.96014347256188,15.546350067956753,69.5852129478052,175.1787325438045,13.968310864118582,70.64243593078847
61.77492288646276,39.39685177412035,11.7965192893326,374.3119052431995,73.91431614431653,346.9563457442768
47.878595200321136,47.5987647503682,61.64459836794166,336.56286020722604,33.126369388676885,398.2334475578871
