name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.009194286786512157,0.0,,0.9543429465315788,0.0,0.945,1.0,True,,0.0,21.0
,2,0.017809485250377177,0.0,,0.9632473185023503,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.017667999999999955,0.0,,0.9439111111111113,0.0,0.315,1.0,True,,3.0,7.0
,5,0.009385330502993776,0.0,,0.9714831816129119,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.0072475711212061505,0.0,,0.9568332478280513,0.0,1.305,1.0,True,,5.0,29.0
,9,-0.0007223450734868825,0.0,,0.9697145717336881,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.0012749152033114577,0.0,,0.9812980843527785,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.004073119053166336,0.0,,0.9735939309115199,0.0,0.477,1.0,True,,8.0,6.0
,12,0.002632449835538883,0.0,,0.9955602687744947,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.012286012192763082,0.0,,0.9477612877619136,0.0,0.63854,1.0,True,,10.0,14.0
