name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.0007219258981405186,0.0,,0.964847115361946,0.0,0.945,1.0,True,,0.0,21.0
,2,0.024165142311067866,0.0,,0.966302905424344,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,0.0027842254913218387,0.0,,0.9768945586761247,0.0,0.8745,1.0,True,,4.0,11.0
,8,-0.005483717915244546,0.0,,0.9611806515436985,0.0,1.305,1.0,True,,5.0,29.0
,9,0.008807936078310014,0.0,,0.8344383546841251,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.001081666447433429,0.0,,0.9809616865293848,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.004950473961843754,0.0,,0.9697056097055092,0.0,0.477,1.0,True,,8.0,6.0
,12,-0.0008583653270781144,0.0,,0.9984057061741735,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.017389419706728873,0.0,,0.9296182742261755,0.0,0.63854,1.0,True,,10.0,14.0
