name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.0001478795693249796,0.0,,0.9569756005760615,0.0,0.945,1.0,True,,0.0,21.0
,2,0.008222735556121241,0.0,,0.970455936074582,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,0.0005322478262127089,0.0,,0.9771515876880738,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.006088285622922157,0.0,,0.9677865757318739,0.0,1.305,1.0,True,,5.0,29.0
,9,-0.0008953150057356279,0.0,,0.9680260969804009,0.0,0.7155,1.0,True,,6.0,9.0
,10,-4.6806811484112476e-05,0.0,,0.983718731349748,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,-0.0006444484031911529,0.0,,0.9822198083308014,0.0,0.477,1.0,True,,8.0,6.0
,12,0.0018460409100380035,0.0,,0.9947126376481563,0.0,0.59293,1.0,True,,9.0,13.0
,13,-0.0008132650296269958,0.0,,0.9683692092290472,0.0,0.63854,1.0,True,,10.0,14.0
