name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.001963119085377288,0.0,,0.9602422138404634,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.015225111203058417,0.0,,0.9720525066414999,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,0.006584556898501764,0.0,,0.9776262875591951,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.03891020643115045,0.0,,0.8841034059718589,0.0,1.305,1.0,False,,5.0,29.0
,9,0.005691726788878443,0.0,,0.7990460363405132,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.0001533541203041673,0.0,,0.9825932854020099,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.0006022613123475469,0.0,,0.9815052887654767,0.0,0.477,1.0,True,,8.0,6.0
,12,-0.0005598559200763673,0.0,,1.0,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.0008608318107918081,0.0,,0.9689174935232082,0.0,0.63854,1.0,True,,10.0,14.0
