name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,0,0.17242371702194215,0.0,,0.3374161482916938,0.0,2.475,1.0,True,,0.0,55.0
,1,-0.005851719255745411,0.0,,0.949653931438923,0.0,0.135,1.0,True,,1.0,3.0
,2,-0.0422051809765827,0.0,,0.9546805051969868,0.0,1.87001,1.0,True,,2.0,41.0
,4,0.0004033911719918057,0.0,,0.9781895575589604,0.0,0.585,1.0,True,,3.0,13.0
,5,-0.049459291706979214,0.0,,0.9557049405942174,0.0,5.9625,1.0,True,,4.0,75.0
,7,0.07185677111148836,0.0,,0.9101454475720724,0.0,6.75,1.0,True,,5.0,150.0
,8,0.23328824414610866,0.0,,0.8562515977073765,0.0,9.6195,1.0,True,,6.0,121.0
,9,0.005790978997945787,0.0,,0.9078934619510887,0.0,0.22805,1.0,True,,7.0,5.0
,11,0.6893445000000005,0.0,,1.0,0.0,29.9715,1.0,True,,8.0,377.0
,12,-0.02085769680500036,0.0,,0.9618441474761865,0.0,0.82098,1.0,True,,9.0,18.0
,13,-0.0065958240215792975,0.0,,0.957288644986671,0.0,0.4561,1.0,True,,10.0,10.0
,14,-0.009531019234657184,0.0,,0.9819808102026583,0.0,1.408,1.0,True,,11.0,22.0
,15,0.03137968000000002,0.0,,1.0,0.0,1.96123,1.0,True,,12.0,43.0
,16,0.007150919430702923,0.0,,0.9431603122882078,0.0,2.688,1.0,True,,13.0,42.0
,17,0.06340427230395383,0.0,,0.9924866560321841,0.0,1.23147,1.0,True,,14.0,27.0
,18,0.005525294762849809,0.0,,0.890928109354443,0.0,0.135,1.0,True,,15.0,3.0
,19,-0.0005623761087656023,0.0,,0.9351064366502687,0.0,0.128,1.0,True,,16.0,2.0
,22,-0.005872831201404333,0.0,,0.965248773328132,0.0,0.27,1.0,True,,17.0,6.0
,24,-0.005388402262274161,0.0,,0.9455429545841697,0.0,0.27,1.0,True,,18.0,6.0
,26,-0.0036559304766543045,0.0,,0.9582230111687547,0.0,0.405,1.0,True,,19.0,9.0
,27,0.013750558805465697,0.0,,0.9142131203338504,0.0,0.256,1.0,True,,20.0,4.0
,28,-0.010402595284948121,0.0,,0.9511887910983933,0.0,1.088,1.0,True,,21.0,17.0
,29,0.0007110317812165767,0.0,,0.9781964611650702,0.0,0.13682999999999998,1.0,True,,22.0,3.0
,30,0.0060649699866771704,0.0,,0.9557577861300053,0.0,0.3975,1.0,True,,23.0,5.0
,31,-0.002750976222753525,0.0,,0.9111465254999556,0.0,0.0795,1.0,True,,24.0,1.0
,32,0.0070226169884204884,0.0,,0.6203236643164546,0.0,0.13682999999999998,1.0,True,,25.0,3.0
,34,-0.0033285964050628405,0.0,,0.9632718104715664,0.0,0.477,1.0,True,,26.0,6.0
,37,0.013615302026271814,0.0,,0.9454829757648445,0.0,1.113,1.0,True,,27.0,14.0
,40,-0.010210588083183914,0.0,,0.9506887813959515,0.0,0.27365999999999996,1.0,True,,28.0,6.0
,41,0.005431442737579346,0.0,,0.70901206733354,0.0,0.31927,1.0,True,,29.0,7.0
,42,0.006193904185295106,0.0,,0.9668211576143902,0.0,0.09,1.0,True,,30.0,2.0
,43,-0.008194190984487516,0.0,,0.9745804804889486,0.0,0.768,1.0,True,,31.0,12.0
,46,0.02590149624657606,0.0,,0.9865824390042837,0.0,1.3226900000000001,1.0,True,,32.0,29.0
,48,-0.02518555892966682,0.0,,0.9668875356513308,0.0,1.152,1.0,True,,33.0,18.0
,49,0.01206823344826699,0.0,,0.8947293403632939,0.0,1.344,1.0,True,,34.0,21.0
,50,-0.01611745816074686,0.0,,0.9764869265124061,0.0,1.431,1.0,True,,35.0,18.0
,51,-0.00447421283610165,0.0,,0.9501432620216576,0.0,0.18,1.0,True,,36.0,4.0
,52,-0.03797077183175833,0.0,,0.9558690114265671,0.0,1.59,1.0,True,,37.0,20.0
,53,-0.011444907649517059,0.0,,0.9512933294940739,0.0,0.256,1.0,True,,38.0,4.0
,54,0.0006590368129313004,0.0,,0.8069408770849309,0.0,0.27,1.0,True,,39.0,6.0
,55,-0.008812817212574181,0.0,,0.9623969768140627,0.0,0.31927,1.0,False,,40.0,7.0
,56,0.015831290102005003,0.0,,0.80021875,0.0,0.384,1.0,False,,41.0,6.0
