name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.01814140229076147,0.0,,0.8621972511013349,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.004474093008041382,0.0,,0.9442878554662069,0.0,0.09,1.0,True,,1.0,2.0
,3,0.010387465338318823,0.0,,0.9900350497645215,0.0,0.31927,1.0,True,,2.0,7.0
,6,0.013978377653956542,0.0,,0.9951195733878347,0.0,0.99,1.0,True,,3.0,22.0
,7,-0.046171199295439294,0.0,,0.9736410065847214,0.0,2.385,1.0,True,,4.0,30.0
,9,0.01300518369674683,0.0,,0.8815508164299859,0.0,0.225,1.0,True,,5.0,5.0
,11,-0.0031858447603881346,0.0,,0.9348569528183098,0.0,0.8745,1.0,True,,6.0,11.0
,13,0.01043211901187897,0.0,,0.8831207301464553,0.0,0.27365999999999996,1.0,True,,7.0,6.0
,14,-0.004377277195453645,0.0,,0.9366174886863936,0.0,0.636,1.0,True,,8.0,8.0
,15,0.0007525649999999932,0.0,,1.0,0.0,0.13682999999999998,1.0,True,,9.0,3.0
,16,-0.000602699155867692,0.0,,0.976531756788551,0.0,0.41049,1.0,True,,10.0,9.0
,17,0.00010525518000125897,0.0,,0.9955482040625067,0.0,0.192,1.0,True,,11.0,3.0
,18,0.014334082004427914,0.0,,0.9461694426281466,0.0,0.41049,1.0,True,,12.0,9.0
,19,0.003221542611598979,0.0,,0.9816683016531169,0.0,0.128,1.0,True,,13.0,2.0
,20,0.058709058862924574,0.0,,0.8067174753510253,0.0,0.77537,1.0,True,,14.0,17.0
,22,0.0111,0.0,,0.9567222222222223,0.0,0.135,1.0,True,,15.0,3.0
,23,0.007637421512603763,0.0,,0.9511668388918042,0.0,0.512,1.0,True,,16.0,8.0
,25,0.007425000000000006,0.0,,1.0,0.0,0.135,1.0,True,,17.0,3.0
,28,0.00010528200037777501,0.0,,0.9639198000041976,0.0,0.09,1.0,True,,18.0,2.0
,29,0.009351738214492797,0.0,,0.8472816404766506,0.0,0.45,1.0,True,,19.0,10.0
