name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.013085081274714278,0.0,,0.9536533531484505,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.003602256634458898,0.0,,0.9212249262837899,0.0,0.09,1.0,True,,1.0,2.0
,3,0.023351551234722136,0.0,,0.9561404492583774,0.0,0.31927,1.0,True,,2.0,7.0
,6,0.0810706294775009,0.0,,0.9781395247247484,0.0,0.99,1.0,True,,3.0,22.0
,7,-0.036880682935048203,0.0,,0.9697864012850951,0.0,2.385,1.0,True,,4.0,30.0
,9,0.013151796817779546,0.0,,0.8224524303012425,0.0,0.225,1.0,True,,5.0,5.0
,11,-0.0024948949210345725,0.0,,0.6566470612681137,0.0,0.8745,1.0,True,,6.0,11.0
,13,0.0008797218111679002,0.0,,0.9662146525292988,0.0,0.27365999999999996,1.0,True,,7.0,6.0
,14,-0.004048801171779633,0.0,,0.8063238993710692,0.0,0.636,1.0,False,,8.0,8.0
,15,0.006944122500000009,0.0,,1.0,0.0,0.13682999999999998,1.0,True,,9.0,3.0
,16,-0.0003383511448234594,0.0,,0.9811757383984423,0.0,0.41049,1.0,True,,10.0,9.0
,17,0.009773489338159561,0.0,,0.9921535903029144,0.0,0.192,1.0,True,,11.0,3.0
,18,-0.0014133289772700897,0.0,,0.9735569709925451,0.0,0.41049,1.0,True,,12.0,9.0
,19,0.0011667438488006682,0.0,,0.9856151863187551,0.0,0.128,1.0,True,,13.0,2.0
,20,0.018537759465032846,0.0,,0.9959082753589032,0.0,0.77537,1.0,True,,14.0,17.0
,22,0.0111,0.0,,0.9082222222222222,0.0,0.135,1.0,True,,15.0,3.0
,23,-0.007664996771335603,0.0,,0.976029303180985,0.0,0.512,1.0,True,,16.0,8.0
,25,0.0055350000000000035,0.0,,1.0,0.0,0.135,1.0,False,,17.0,3.0
,28,0.0031921083748340604,0.0,,0.8839678708314895,0.0,0.09,1.0,True,,18.0,2.0
,29,-0.0008676236700266571,0.0,,0.9568219473999408,0.0,0.45,1.0,True,,19.0,10.0
