name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,0,0.05097580667305707,0.0,,0.9943462855244676,0.0,2.475,1.0,True,,0.0,55.0
,1,-0.0008077013432979587,0.0,,0.755017027086682,0.0,0.135,1.0,True,,1.0,3.0
,2,-0.05215242726868205,0.0,,0.9543611505988301,0.0,1.87001,1.0,True,,2.0,41.0
,4,0.004541288515441139,0.0,,0.9770128863511814,0.0,0.585,1.0,True,,3.0,13.0
,5,-0.05491680677980185,0.0,,0.8702896340830522,0.0,5.9625,1.0,True,,4.0,75.0
,7,-0.1457060858979825,0.0,,0.960413913200299,0.0,6.75,1.0,True,,5.0,150.0
,8,-0.0015998309348593254,0.0,,0.9803336887639836,0.0,9.6195,1.0,True,,6.0,121.0
,9,0.003111229863798623,0.0,,0.9856427531848219,0.0,0.22805,1.0,True,,7.0,5.0
,11,0.4420796250000012,0.0,,1.0,0.0,29.9715,1.0,True,,8.0,377.0
,12,-0.015006596842035529,0.0,,0.9752211176374144,0.0,0.82098,1.0,True,,9.0,18.0
,13,0.004953097423855177,0.0,,0.9433596742465582,0.0,0.4561,1.0,True,,10.0,10.0
,14,-0.015353141896247799,0.0,,0.9775957799032331,0.0,1.408,1.0,True,,11.0,22.0
,15,0.15910000000000002,0.0,,0.9531225608419207,0.0,1.96123,1.0,True,,12.0,43.0
,16,-0.010282511456608634,0.0,,0.9686746609164402,0.0,2.688,1.0,True,,13.0,42.0
,17,0.08248511220216752,0.0,,0.8949810163480778,0.0,1.23147,1.0,True,,14.0,27.0
,18,0.0020309909120947173,0.0,,0.9640443771266275,0.0,0.135,1.0,True,,15.0,3.0
,19,-0.002716723566800355,0.0,,0.9587755971343721,0.0,0.128,1.0,False,,16.0,2.0
,22,-0.006834357722047718,0.0,,0.9614375639924159,0.0,0.27,1.0,True,,17.0,6.0
,24,-0.0003776884417980922,0.0,,0.7146011539192663,0.0,0.27,1.0,True,,18.0,6.0
,26,-0.0022109269765019195,0.0,,0.9580409210456742,0.0,0.405,1.0,True,,19.0,9.0
,27,0.012736371803283693,0.0,,0.9707514523565769,0.0,0.256,1.0,True,,20.0,4.0
,28,0.01141489457190037,0.0,,0.8284916310403495,0.0,1.088,1.0,True,,21.0,17.0
,29,-0.001178182178255837,0.0,,0.9736394454559978,0.0,0.13682999999999998,1.0,True,,22.0,3.0
,30,-0.0032789126700162874,0.0,,0.9797511630942987,0.0,0.3975,1.0,True,,23.0,5.0
,31,-0.0029065802037715914,0.0,,0.7334392427198543,0.0,0.0795,1.0,True,,24.0,1.0
,32,0.007878889220952987,0.0,,0.9163315919093252,0.0,0.13682999999999998,1.0,True,,25.0,3.0
,34,-0.012102255322644471,0.0,,0.9683783955500115,0.0,0.477,1.0,True,,26.0,6.0
,37,0.0093729838848114,0.0,,0.9399213691687434,0.0,1.113,1.0,True,,27.0,14.0
,40,0.00278727309692324,0.0,,0.9531851680805496,0.0,0.27365999999999996,1.0,True,,28.0,6.0
,41,0.0020922103890131383,0.0,,0.9530531067404175,0.0,0.31927,1.0,True,,29.0,7.0
,42,0.0025921055603027373,0.0,,0.9908011728922526,0.0,0.09,1.0,True,,30.0,2.0
,43,-0.008614632294416426,0.0,,0.9757830308666453,0.0,0.768,1.0,True,,31.0,12.0
,46,0.1073,0.0,,0.9603725608419206,0.0,1.3226900000000001,1.0,True,,32.0,29.0
,48,0.011549580270051957,0.0,,0.8580256773177535,0.0,1.152,1.0,True,,33.0,18.0
,49,0.010949372716248032,0.0,,0.9111468546995892,0.0,1.344,1.0,True,,34.0,21.0
,50,-0.003914033218514246,0.0,,0.9795148265419188,0.0,1.431,1.0,True,,35.0,18.0
,51,-0.004539742691516876,0.0,,0.9587792072693506,0.0,0.18,1.0,True,,36.0,4.0
,52,-0.028875957012176517,0.0,,0.8858390207470588,0.0,1.59,1.0,True,,37.0,20.0
,53,-0.009540604363918303,0.0,,0.9117320142034441,0.0,0.256,1.0,True,,38.0,4.0
,54,-0.0084270288712252,0.0,,0.9542887819584251,0.0,0.27,1.0,True,,39.0,6.0
,55,-0.0015754025059225955,0.0,,0.9635656105931575,0.0,0.31927,1.0,True,,40.0,7.0
,56,0.01222321675300601,0.0,,0.9843312936276197,0.0,0.384,1.0,True,,41.0,6.0
