0,1,2
0.95975,0.9897500000000001,0.992
0.9602499999999999,0.99125,0.993
0.961,0.99225,0.9937499999999999
0.9617499999999999,0.9935,0.9945
0.96225,0.9945,0.99525
0.963,0.99575,0.996
0.9634999999999999,0.9967499999999999,0.997
0.964,0.99825,0.9977500000000001
0.965,0.99925,0.9985
0.9655,0.991,0.99925
0.966,0.988,0.9870000000000001
0.967,0.9804999999999999,0.974
0.9672499999999999,0.973,0.974
0.968,0.973,0.974
0.9687499999999999,0.973,0.974
0.96925,0.973,0.974
0.97,0.964,0.974
0.9705,0.9500000000000001,0.9707499999999999
0.971,0.95275,0.9494999999999999
0.972,0.9557499999999999,0.9535
0.9724999999999999,0.9585,0.9574999999999999
0.973,0.9615,0.9615
0.974,0.9642499999999999,0.9654999999999999
0.97425,0.9672499999999999,0.9684999999999999
