0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.983028505370021,0.9385406739334058,0.9418771691747757,0.8157867540253534,0.9637449663373284,0.9508245672582546,0.9819282890536688,0.7992840460261031,0.9989535174241417,0.9517133164048812,0.9285904071781097,0.9815571437990293,1.0,0.9692672760691493,0.569463411148011,0.9731552629007234,0.953413206296129,0.9667303633586398,0.9143051892982589,0.9518630540867646,0.9958680795207622,0.9606165888772812,0.9579602531133268,0.974192869775372,0.8851006477643859,0.9529729028897075,0.9686065237715572,0.9735166150608434,0.8830456008938317,0.9752964058628643,0.9614869014951918,0.9714732159255073,0.9921862384277582,0.9673395012365654,0.9708913827198558,0.9857516750857561,0.9559362520298197,0.9570402768837439,0.9329781302716582,0.8721970561411646,0.9734540670905503,0.9876211902238429
0.9775470268858804,0.9229910509893153,0.9315479559098414,0.7117917506694794,0.9279228806750579,0.9471165642944267,0.9823424074574835,0.746348107894976,0.9927863304475381,0.8307945077833808,0.9591087253986802,0.9770342436134815,1.0,0.9342164482437073,0.9890581718085564,0.968354035024014,0.9734384021731093,0.9666118166914417,0.9560688689736028,0.9633564137054814,0.9955129275619982,0.9581209015659988,0.986607602453098,0.982438821106212,0.9592359502720383,0.9298298224593641,0.9765985385086738,0.9583101378754251,0.9167675777155825,0.961857412960296,0.8937502059936524,0.9617285240213386,0.9280194858121549,0.9623826820328832,0.8598543265126646,0.6776037735849055,0.9557957148707161,0.4981210691823899,0.9230578710110858,0.9392346931062638,0.9526307889607479,0.6923063614815474
0.970446441444258,0.8267857182323932,0.9194529763799544,0.9762655277964141,0.9559903347993609,0.9536304600640304,0.9758804186385758,0.6582983720762065,0.5293602051674945,0.9686481020206835,0.884145591299201,0.9497148730084299,0.9871225608419206,0.9809848361592741,0.9404370276085825,0.9577414840377039,0.9706029444746674,0.9662244633204407,0.9268141078796859,0.9630718362145126,0.9604017032161355,0.9597978410208596,0.9692419786324393,0.9699129234732321,0.9480849387750216,0.9289174402904365,0.9698841280037034,0.9217039960667773,0.9623720992469156,0.9433168190440779,0.9301363557974498,0.9635918157408014,0.9600977768635566,0.9549119393248109,0.7500500019164755,0.9784026993501979,0.9663774509678285,0.7459014462599965,0.9576816397188231,0.9359524815771729,0.8953191260098105,0.6841028383225203
0.650462487909529,0.8092432852983474,0.9339558161854615,0.9817295349604555,0.9661199700607443,0.9584478270112433,0.9604834046183892,0.7213278531990562,0.9983563757210783,0.96539681112323,0.7788179084348773,0.9697265270203351,1.0,0.9764032242624089,0.898680451601175,0.9666546070294247,0.965138807541225,0.9531659752213292,0.9067180804741672,0.957134333167639,0.9981423468813301,0.7360179964089767,0.9763437539086226,0.9316458333063427,0.8717012559452898,0.9825109170751792,0.9659703627144274,0.7805602220851671,0.9466419590931444,0.937091750944531,0.9852980657335784,0.904589321611449,0.9991765241015951,0.9383499691570178,0.6589796818709001,0.8808110109260247,0.7863176865842607,0.9548545515114358,0.9207582474704832,0.9508671985787547,0.9640373602446509,0.9912400964647531
0.9852515331473616,0.9392721177140873,0.8208662588838043,0.8230698600610098,0.8254985477815633,0.872736982813312,0.9763429600774023,0.9566371745269724,0.9884274562598212,0.9682855712843618,0.93239396053456,0.9818837280850858,0.5781225608419207,0.9803693861393258,0.9877167097635304,0.9678020841711097,0.9717281159618869,0.9659146261215208,0.8889945533871652,0.9604975844025612,0.9908158599808811,0.820416873605922,0.9175202872276933,0.9761748950074678,0.9436090815468402,0.0,0.958220873439087,0.9777286887391992,0.9456254832074781,0.9573118408523194,0.9749410034351879,0.9677991192964838,0.9906925841190936,0.944244712412823,0.96729749010643,0.7884211428105456,0.9574402436487791,0.9548944107604173,0.9307366348775103,0.9537792193678519,0.868534239722511,0.77239626814425
0.9901551696865095,0.833173576341735,0.9240728071558499,0.5809666666666666,0.8931907842886524,0.954548557562857,0.9687811856809653,0.7630071107035953,0.9978404099545763,0.9704187938832817,0.8728200816010415,0.9725683995196596,1.0,0.869516900068149,0.3222975263242214,0.9676883988873,0.9403498858524835,0.9599023785856035,0.9298374892119317,0.9641238054765594,0.9877413407340645,0.9655944267730229,0.8670052076083373,0.9801013745161347,0.8409155873022738,0.8858613134060896,0.8656576365622334,0.8102803222809525,0.9425778723607704,0.9615329225704476,0.9850152119000753,0.9527297772825696,0.9596539876045455,0.9245000000000001,0.9104386877622456,0.9772170700701713,0.9452762836494174,0.8783308745330236,0.9133329081870616,0.9287046126897137,0.9566860572809648,0.19147266578674316
0.7188518607351514,0.9545321613441531,0.9380464645855764,0.9602105692252516,0.9621617775718512,0.9475093189983939,0.82858025080303,0.9840787172083714,0.938655173412659,0.9600476449294961,0.9082438609053812,0.9819240701273082,1.0,0.9069640435446054,0.9935245656873594,0.9173305238352882,0.9084191053403193,0.8251538876427544,0.8472602872020669,0.9530229668977361,0.9328796159476042,0.9325316700907426,0.9342288060038793,0.9358283005540478,0.95355721228879,0.7685816785868415,0.8933135801938907,0.9507646891875837,0.9449188019818473,0.7984714064790448,0.9755904608567555,0.9808967660646886,0.9841534713168834,0.912349340963876,0.9622231646846048,0.8839207737895678,0.9644633052729897,0.8564813946155632,0.9396078241616487,0.9452258951798495,0.9626102977800877,0.8701908997446297
0.9912336643156079,0.9571014103955693,0.9335474873508322,0.9731578321357568,0.7871751385274923,0.9439064989984035,0.9102537900066977,0.9856329859296785,0.9941261923322512,0.971786547904735,0.9441229099614418,0.9765649655591697,1.0,0.9258557577840982,0.9956800264086124,0.8854012689060635,0.9481317766738357,0.960517513246586,0.9448523274645105,0.9539310340152846,0.9929526619985699,0.9686612740322016,0.9687370203433772,0.9739382290553372,0.9287749102246836,0.9673853687956337,0.9536036339686018,0.9686418172819717,0.9570279680310901,0.9652992431252927,0.9865617512530751,0.9698621186986565,0.9951749142894251,0.9401855258317665,0.9697187384334393,0.982763244556228,0.9621585370614711,0.8663255678422794,0.9446158246807753,0.9177151239096292,0.9593861129174638,0.8944459820985795
0.9907036838961972,0.9391849800944329,0.9485720851248796,0.9838970443407694,0.9679776694932777,0.9485517459921539,0.9803529107578147,0.9157548589666692,0.9632873982153599,0.8725662460166147,0.957874650171121,0.9851146577466281,0.9806225608419207,0.9772691071722658,0.9943261923164789,0.9120011137061649,0.9109955002613714,0.9653457096119722,0.9280422995436107,0.9644605038178463,0.9789419455975293,0.9607355957054532,0.9711719795963896,0.9825159794207451,0.9485329599362686,0.6152427573196722,0.9104166154965477,0.9459519686691416,0.9529099193887156,0.9646960195018057,0.9483448512819078,0.9751491256002337,0.9840443949990466,0.8038694297922774,0.9586492215697654,0.9761639078619344,0.9112521073818206,0.9600903570450163,0.9353119441401214,0.9642474483566151,0.9631773860709784,0.7859123288467527
0.9810657217701276,0.9190312751051452,0.9226343670397028,0.8070608351760441,0.9125030618568637,0.9381314086725728,0.9402272121171533,0.9717678211879617,0.989353437744737,0.9665675569797827,0.9616643505773816,0.967805105970241,1.0,0.8917009649947285,0.9414435618163671,0.9475401811732188,0.9510866161575541,0.950220816873014,0.9275327926979711,0.9691819064219793,0.9901673210691659,0.9258860884299503,0.8091348850208008,0.8534399569889284,0.9540889480131322,0.7309322909141052,0.9322507921995233,0.9717867110107774,0.9602861441280174,0.9708717305756897,0.9863659446504381,0.9419783959817142,0.9884065501331235,0.9651975541980937,0.9607479095226152,0.9477795747720972,0.9373401438473826,0.9692553835996432,0.8530688472799958,0.9473666666666666,0.9614284453016295,0.7509746545776724
