name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,0,-0.009698726227879512,0.0,,0.9870813227362103,0.0,2.475,1.0,True,,0.0,55.0
,1,-0.006038814896028492,0.0,,0.9467680378071963,0.0,0.135,1.0,True,,1.0,3.0
,2,-0.06920507910383947,0.0,,0.9619921342111328,0.0,1.87001,1.0,True,,2.0,41.0
,4,0.0020660210436210247,0.0,,0.9787816599036258,0.0,0.585,1.0,True,,3.0,13.0
,5,-0.04097510889172554,0.0,,0.8973778643368175,0.0,5.9625,1.0,True,,4.0,75.0
,7,0.01022218528389951,0.0,,0.9295143978198368,0.0,6.75,1.0,True,,5.0,150.0
,8,0.18603836978673932,0.0,,0.8958397130606309,0.0,9.6195,1.0,True,,6.0,121.0
,9,0.00570771427244246,0.0,,0.9745283458559196,0.0,0.22805,1.0,True,,7.0,5.0
,11,1.2558068059861662,0.0,,0.9899000318965071,0.0,29.9715,1.0,True,,8.0,377.0
,12,-0.0018061522655448137,0.0,,0.9668000045487773,0.0,0.82098,1.0,True,,9.0,18.0
,13,-0.0020315777158737072,0.0,,0.9475457625172687,0.0,0.4561,1.0,True,,10.0,10.0
,14,0.04060335663557052,0.0,,0.9595876112468542,0.0,1.408,1.0,True,,11.0,22.0
,15,0.06177874500000016,0.0,,1.0,0.0,1.96123,1.0,True,,12.0,43.0
,16,0.03949544844102865,0.0,,0.9726932471878827,0.0,2.688,1.0,True,,13.0,42.0
,17,0.00860316574414828,0.0,,0.9944860944595875,0.0,1.23147,1.0,True,,14.0,27.0
,18,-0.0020703926922753524,0.0,,0.9709137578349973,0.0,0.135,1.0,True,,15.0,3.0
,19,-0.0038128191520869765,0.0,,0.9647123503743207,0.0,0.128,1.0,True,,16.0,2.0
,22,-0.00427120930753647,0.0,,0.9486807062683833,0.0,0.27,1.0,True,,17.0,6.0
,24,-0.005331844674060105,0.0,,0.9480024271331106,0.0,0.27,1.0,True,,18.0,6.0
,26,0.010328524866700176,0.0,,0.9390025305350621,0.0,0.405,1.0,True,,19.0,9.0
,27,0.0119881685256958,0.0,,0.9118287833034993,0.0,0.256,1.0,True,,20.0,4.0
,28,-0.0034902822514697937,0.0,,0.9462920199894581,0.0,1.088,1.0,True,,21.0,17.0
,29,-0.002244394637707472,0.0,,0.9765972035539905,0.0,0.13682999999999998,1.0,True,,22.0,3.0
,30,0.007314958214759828,0.0,,0.9641524106031691,0.0,0.3975,1.0,True,,23.0,5.0
,31,-0.0026282113648951073,0.0,,0.9569407375484894,0.0,0.0795,1.0,True,,24.0,1.0
,32,0.006546474337577822,0.0,,0.6578438525000205,0.0,0.13682999999999998,1.0,True,,25.0,3.0
,34,-0.004365251854062082,0.0,,0.7213485286078364,0.0,0.477,1.0,True,,26.0,6.0
,37,-0.004569496884946747,0.0,,0.9621444322686912,0.0,1.113,1.0,True,,27.0,14.0
,40,0.00020218850230257351,0.0,,0.9299888310396207,0.0,0.27365999999999996,1.0,True,,28.0,6.0
,41,-0.008206539306690575,0.0,,0.9675459272506324,0.0,0.31927,1.0,True,,29.0,7.0
,42,0.004138277595937245,0.0,,0.9664808621770805,0.0,0.09,1.0,True,,30.0,2.0
,43,0.006402100950479536,0.0,,0.9695860689459369,0.0,0.768,1.0,True,,31.0,12.0
,46,0.0039437369392911065,0.0,,0.9922316033532356,0.0,1.3226900000000001,1.0,True,,32.0,29.0
,48,-0.022127240249723193,0.0,,0.9547923261721153,0.0,1.152,1.0,True,,33.0,18.0
,49,-0.025104293660849257,0.0,,0.9740712100737727,0.0,1.344,1.0,True,,34.0,21.0
,50,0.007274379321299498,0.0,,0.9728334237046117,0.0,1.431,1.0,True,,35.0,18.0
,51,0.0015462418943643572,0.0,,0.8950902327464687,0.0,0.18,1.0,True,,36.0,4.0
,52,-0.02866845357418061,0.0,,0.9184695260539747,0.0,1.59,1.0,True,,37.0,20.0
,53,0.009823859867095955,0.0,,0.0,0.0,0.256,1.0,True,,38.0,4.0
,54,-0.008760254370560867,0.0,,0.9525546134423671,0.0,0.27,1.0,True,,39.0,6.0
,55,-0.006093526648217114,0.0,,0.9579141897196193,0.0,0.31927,1.0,True,,40.0,7.0
,56,0.014465858817100528,0.0,,0.7886715073361994,0.0,0.384,1.0,True,,41.0,6.0
