name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,9.606778593448939e-06,0.0,,0.9662158850851932,0.0,0.945,1.0,True,,0.0,21.0
,2,0.01833107048793331,0.0,,0.9768138809613323,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0259,0.0,,0.8907555555555555,0.0,0.315,1.0,False,,3.0,7.0
,5,0.015924195802211764,0.0,,0.8644375791498857,0.0,0.8745,1.0,False,,4.0,11.0
,8,0.0031873279520370917,0.0,,0.9702025372225768,0.0,1.305,1.0,True,,5.0,29.0
,9,-0.0023302379005100994,0.0,,0.969531503962139,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.0003045528535248823,0.0,,0.9881779515443584,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,-0.0012929036382366109,0.0,,0.9817312864818863,0.0,0.477,1.0,True,,8.0,6.0
,12,0.006503972672601374,0.0,,0.9875506715785808,0.0,0.59293,1.0,True,,9.0,13.0
,13,-0.0007641158815339735,0.0,,0.977674797045836,0.0,0.63854,1.0,True,,10.0,14.0
