name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.004900618645118371,0.0,,0.9550343351352373,0.0,0.945,1.0,True,,0.0,21.0
,2,0.15267232507467265,0.0,,0.748651296201408,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,0.0023247835985200707,0.0,,0.9769607008115945,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.003180573753949728,0.0,,0.9588236502988668,0.0,1.305,1.0,True,,5.0,29.0
,9,0.002478154771953983,0.0,,0.9635916033345139,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.0018461613205898644,0.0,,0.9712936028882811,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.0018009737803014042,0.0,,0.9784674718054716,0.0,0.477,1.0,True,,8.0,6.0
,12,0.0021823064801753805,0.0,,0.9963194534259097,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.00023306823773624336,0.0,,0.9704863934577425,0.0,0.63854,1.0,True,,10.0,14.0
