0,1,2,3,4,5,6,7,8,9,10
0.02852953355044123,-0.07341516180560004,0.08413904750000029,0.025357500000000005,0.020582734435796737,0.039944710421562196,0.004516451597213748,0.004785360968112945,0.00631095172262194,0.044543466937541965,-0.00230430568980574
0.0009578999007440331,0.02673067389481998,0.0,6.938893903907228e-17,0.006085812242777329,0.04350567935667085,0.007740041434764866,0.008189845991134643,0.0012140801620887445,0.039504360562458096,0.00046965803957038643
0.010074571557888545,0.010291513238206373,0.0,0.0,0.0015706149363123867,0.005822132003118166,0.006336941957473759,0.003179598327677861,0.00020914666582193958,0.0,0.0006399205346905926
-0.0016574659254227353,-0.0073473585470728575,0.0,0.0,0.0009864152451772787,0.0055633813497425605,0.006512158200144766,0.0009020918097901627,0.0002420798359019337,0.0,0.0009584026983046889
0.00109155450843193,0.011314500632129632,0.0,0.0,0.002333867199178559,-0.0030580646386271226,0.008569383761286735,0.0006860557468248291,0.00033100317521535944,0.0,7.033259604023734e-05
0.0016347194795928166,-0.020163062160199863,0.0,0.0,0.001251510319987166,-0.009612829035382575,0.007561766561865808,-0.0002406815663624131,0.0005878797264056296,-0.0012310970127582532,0.0007681714643625534
-0.0034597732302912715,0.01416988749835224,0.0,0.0,-0.0026168276095583365,0.01066056113041508,0.008323352091014383,-0.00038623012231234037,-0.0004341322038211408,0.0008275146155606108,-0.004870675036318134
-0.0004950097201632808,0.010524998628395177,0.0,0.0,0.0018422551790590047,0.003950111571547427,0.008471106657385825,0.00020569199842754467,-0.00035161290725549063,0.00040358239719761463,-0.00017927428739249185
0.0018676829591717098,0.010179119057787511,0.0,0.0,-0.0,-0.011818417200818401,0.008725639870762823,0.0008609770497213544,-0.0003925022359133751,-0.0020189268529415133,0.00490753346745277
-0.00466616976229757,-0.02890202612385384,0.0,0.0,0.014815520194172857,0.010845693640072956,0.005658884721994398,-0.001270118612277828,-0.00027158495706637586,-0.0003188906834468569,-0.002616742718792968
0.007389646436153016,0.013028448345700938,0.0,0.0,0.019601142498850824,0.0010551098977591294,0.007234552672505376,-0.0004849450721013931,-4.555832232163923e-05,0.0015806046342987726,-0.0015667347123274195
-0.007858669962377288,0.002889122644676334,0.0,0.0,0.004635678135954856,0.009840328962281888,0.0030732243027898273,0.0009830152002831358,0.0004927898920067016,0.0007572129020895213,0.0005028138968365542
0.0020968529159507143,-0.023606341809681464,0.0,0.0,0.0,-0.017519685761384685,0.0014560448871323711,-0.00036452790264544614,-0.00048557979073796456,-0.0002292181909084312,0.0
0.005660181368307912,-0.013982399131760026,0.0,0.0,0.011841343707204313,-0.008049388749525196,0.002868039807757114,1.2091526377287776e-05,0.0005337402485330288,-0.0005307249993647817,0.0
-0.00974791051719083,0.02424172620351972,0.0,0.0,-0.0,0.0067938314100766395,0.0007686706983757452,8.390300351494157e-05,-0.0007013643051002501,-0.0010156882173944226,0.020940208452939993
0.0020013558125574343,-0.0,0.0,0.0,0.013398262891173365,-0.0050697544312538895,-0.0004616413378851006,-0.0017229946286861537,0.0010876938480003859,-0.0021279984157087373,0.011903371163842422
-0.0024105018156517083,0.01783011418899988,0.0,0.0,0.011676068821549417,0.0033652683729571004,0.0004464068427130624,-1.6459002172990872e-05,5.6336978523092995e-05,0.003493315710818082,0.0028255373492169916
0.0007655592662261929,0.040577692285110434,0.0,0.0,0.012643310691353445,0.0007706611695336429,0.00247263149100993,0.002091145352687507,-0.0005177295629089154,-0.00010111801894675809,-0.0005594305283306011
0.00431654792607393,0.0,0.0,0.0,-0.0008862362481649941,0.004416355615129777,-0.004698052054043878,-0.0016490863424730596,-0.002117173158165852,-0.0007899304667162085,-0.0009371575396856235
-0.0017523936012655283,0.0,0.0,0.0,-0.0,-0.0016408661805156488,-0.0024281592868552054,-0.0007028787596949637,0.00025721935828611556,-0.002713697133916719,0.000608862821987452
-0.0049902985254165755,0.11713399525880813,0.0,0.0,0.0,-0.0016151531504153271,0.002139146238066658,0.002191213376139492,0.0008552602173871743,0.0025515080270662738,0.0
0.00453608993231705,0.17307536162137982,0.0,0.0,0.0,0.004107449351747908,0.0013271703042464708,0.0010952292693355153,0.0007042445626513454,0.00067119206128613,0.0
0.0033902567574506243,0.10537774165272712,0.0,0.0,0.011813790103793145,-0.008157601345180135,0.0013214536607921434,-0.0018787061316214767,0.0009086185293499804,-0.0006937601125856369,0.010901854661822336
-0.002293333333821798,0.13757413939237595,0.0,0.0,0.01114961502254009,0.006205789120409241,0.00016773388354601043,-0.0005581831848780715,-0.0001313905473904406,-0.0008918612543842436,-0.0008717017068121738
