name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.0033299791915635535,0.0,,0.9536995619989969,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.011841238933479215,0.0,,0.9659768189183642,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,0.00925387504014668,0.0,,0.9612585617145865,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.04447049030065536,0.0,,0.14504884118900882,0.0,1.305,1.0,True,,5.0,29.0
,9,0.008951709562540058,0.0,,0.8878997821805482,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.0076856999695301045,0.0,,0.7936529699989694,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.012017555987834928,0.0,,0.5593742363027716,0.0,0.477,1.0,True,,8.0,6.0
,12,-0.0012971606993769924,0.0,,0.9986867340638047,0.0,0.59293,1.0,True,,9.0,13.0
,13,0.0008615023181862622,0.0,,0.9689658890392174,0.0,0.63854,1.0,True,,10.0,14.0
