name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,0.004715006626630769,0.0,,0.9551689109672216,0.0,0.945,1.0,True,,0.0,21.0
,2,0.18323761633634572,0.0,,0.7557927084070809,0.0,4.23,1.0,True,,1.0,94.0
,3,0.0,0.0,,1.0,0.0,2.14367,1.0,True,,2.0,47.0
,4,0.0,0.0,,1.0,0.0,0.315,1.0,True,,3.0,7.0
,5,0.0059811517236933245,0.0,,0.9743279384642926,0.0,0.8745,1.0,True,,4.0,11.0
,8,0.010343641428671974,0.0,,0.9557686072700721,0.0,1.305,1.0,True,,5.0,29.0
,9,0.0026055435288520334,0.0,,0.9648638273602731,0.0,0.7155,1.0,True,,6.0,9.0
,10,0.0023961923138356104,0.0,,0.9692099480455312,0.0,0.13682999999999998,1.0,True,,7.0,3.0
,11,0.0010646330123820873,0.0,,0.9816166080738989,0.0,0.477,1.0,True,,8.0,6.0
,12,0.002116613175840082,0.0,,0.9964302477934325,0.0,0.59293,1.0,True,,9.0,13.0
,13,-0.001647039442936267,0.0,,0.9713751355288033,0.0,0.63854,1.0,True,,10.0,14.0
