name,bus,p_mw,q_mvar,sn_mva,soc_percent,min_e_mwh,max_e_mwh,scaling,in_service,type,evid,n_car
,1,-0.018341570443427255,0.0,,0.9543409307476961,0.0,0.945,1.0,True,,0.0,21.0
,2,-0.0020993587493896484,0.0,,0.7376737916734485,0.0,0.09,1.0,True,,1.0,2.0
,3,0.004066007064832948,0.0,,0.9949853245367023,0.0,0.31927,1.0,True,,2.0,7.0
,6,0.028803465498164343,0.0,,0.9983444095941054,0.0,0.99,1.0,True,,3.0,22.0
,7,0.004083156399428842,0.0,,0.881212015261815,0.0,2.385,1.0,True,,4.0,30.0
,9,-0.00016553025394680163,0.0,,0.9812643099824587,0.0,0.225,1.0,True,,5.0,5.0
,11,-0.013987824170147042,0.0,,0.9645047751056066,0.0,0.8745,1.0,True,,6.0,11.0
,13,-9.219420930504235e-05,0.0,,0.9716631067408277,0.0,0.27365999999999996,1.0,True,,7.0,6.0
,14,-0.012640895279861977,0.0,,0.965374378490783,0.0,0.636,1.0,True,,8.0,8.0
,15,0.0008893949999999925,0.0,,1.0,0.0,0.13682999999999998,1.0,True,,9.0,3.0
,16,0.014259311292560362,0.0,,0.9672372927295682,0.0,0.41049,1.0,True,,10.0,9.0
,17,0.0007192539925575357,0.0,,0.9922461145445705,0.0,0.192,1.0,True,,11.0,3.0
,18,0.01580631625056267,0.0,,0.9105059715232106,0.0,0.41049,1.0,True,,12.0,9.0
,19,0.0013808303284645156,0.0,,0.983287736941129,0.0,0.128,1.0,True,,13.0,2.0
,20,0.05763585478663444,0.0,,0.9023333567027799,0.0,0.77537,1.0,True,,14.0,17.0
,22,0.006885000000000007,0.0,,1.0,0.0,0.135,1.0,True,,15.0,3.0
,23,-0.00424424548149108,0.0,,0.9717104580439626,0.0,0.512,1.0,False,,16.0,8.0
,25,0.0017602145043387994,0.0,,0.9997886259580652,0.0,0.135,1.0,True,,17.0,3.0
,28,0.0025899805486202243,0.0,,0.7447775616513358,0.0,0.09,1.0,True,,18.0,2.0
,29,-0.004343644835054852,0.0,,0.9538474559221003,0.0,0.45,1.0,True,,19.0,10.0
