0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2,3,4,5,6,7.0,8.0,9.0,10.0,16.0,17.0,18.0,19.0,20.0,25.0,27.0,28.0,29.0,,
1,5,6,7,18,19.0,20.0,21.0,23.0,24.0,25.0,27.0,28.0,29.0,,,,,,
18,22,23,24,25,28.0,29.0,,,,,,,,,,,,,
3,4,5,6,7,8.0,10.0,16.0,17.0,18.0,19.0,20.0,22.0,23.0,27.0,28.0,29.0,,,
1,4,6,9,17,18.0,19.0,20.0,22.0,23.0,24.0,25.0,28.0,29.0,,,,,,
5,7,8,10,17,18.0,19.0,22.0,24.0,25.0,27.0,28.0,29.0,,,,,,,
3,4,5,6,7,8.0,10.0,20.0,23.0,27.0,28.0,29.0,,,,,,,,
4,5,6,7,27,28.0,29.0,,,,,,,,,,,,,
5,7,8,10,16,20.0,21.0,23.0,27.0,28.0,29.0,,,,,,,,,
4,5,6,8,10,17.0,18.0,19.0,20.0,21.0,23.0,24.0,25.0,27.0,28.0,29.0,,,,
5,7,17,18,19,20.0,25.0,27.0,28.0,29.0,,,,,,,,,,
3,4,5,6,7,8.0,9.0,10.0,16.0,17.0,18.0,19.0,20.0,22.0,24.0,25.0,27.0,28.0,29.0,
18,19,25,28,29,,,,,,,,,,,,,,,
20,23,24,25,28,29.0,,,,,,,,,,,,,,
4,6,8,9,10,18.0,19.0,20.0,28.0,29.0,,,,,,,,,,
1,4,5,6,7,8.0,9.0,10.0,16.0,17.0,18.0,19.0,20.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0
18,19,20,23,24,25.0,28.0,29.0,,,,,,,,,,,,
20,24,25,28,29,,,,,,,,,,,,,,,
3,4,5,6,7,8.0,9.0,10.0,16.0,19.0,20.0,23.0,24.0,25.0,27.0,28.0,29.0,,,
5,7,8,9,10,16.0,17.0,18.0,19.0,20.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,,
5,6,7,20,22,23.0,24.0,25.0,27.0,28.0,29.0,,,,,,,,,
1,4,6,21,22,23.0,24.0,25.0,28.0,29.0,,,,,,,,,,
3,4,5,6,7,8.0,9.0,10.0,16.0,17.0,18.0,19.0,20.0,23.0,24.0,25.0,27.0,28.0,29.0,
6,21,26,28,29,,,,,,,,,,,,,,,
