0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1.0,0.95,0.947971133448173,0.9379273086104526,0.9321754692142113,0.9232137439605895,0.9165394338383915,0.9045380205429416,0.936342995561197,0.9433208066139257,0.936342995561197,0.9727776459374581,1.01613269969821,0.963247645964708,0.958390861480187,0.9543861713403946,0.9430134640536935,0.9466553158339166,0.9425365164478311,0.9419138548972787,0.9471312993156484,0.9500000000000001,0.9500000000000001,0.9513893708544037,0.952505034248123,0.9455867589964433,0.9562969058752061,0.9215544873030218,0.9491394408568079,0.9436759334857286
1.0,0.9499999999999998,0.9613926870725825,0.9540308623638966,0.9513722749765927,0.9477974845664947,0.9473896884734633,0.9443021642721049,0.9518883097520658,0.954783348907842,0.9518883097520658,0.9874626334316796,1.01169390194118,0.9719448167805581,0.9669504303857194,0.9720509484193743,0.9622727184985608,0.9536892725991325,0.9472928768668599,0.9488508413632615,0.9482886580927423,0.9499999999999998,0.95,0.9421538694430315,0.9468111621462573,0.9359245358130123,0.9547992408275604,0.9481253653440379,0.9315766815793304,0.9203970586520476
1.0,0.9500000000000001,0.9702984933316215,0.9647042262753954,0.9630349231087496,0.9648005039926191,0.9662829015919875,0.9710272950781624,0.960509346619323,0.9585683296816037,0.960509346619323,0.9798165127965401,1.0168346729129554,0.9638140669069546,0.9617968960410918,0.9732380855712445,0.9663578720708833,0.9523508617939775,0.9497755593415819,0.951073623297381,0.9502404477593068,0.95,0.9499999999999997,0.9410596117916267,0.947818981624303,0.949659725311971,0.9500000000000002,0.965259923843202,0.9278128408522998,0.9122395846838857
1.0,0.95,0.9581005527662811,0.9498764302360713,0.9495798378619117,0.9433791213407124,0.9441394993539585,0.9380822166854624,0.9471972617831329,0.9502177896750122,0.9471972617831329,0.9754230650899356,1.0157167337834834,0.9635020841522934,0.9581517943069987,0.9600184533219498,0.949568302185461,0.9440605523213955,0.9382170427877525,0.9400881302656973,0.9497822305255943,0.9500000000000001,0.9499999999999998,0.9453720548917489,0.9518601058141692,0.9509365280359832,0.955772118270397,0.9444899236124039,0.9362649225855008,0.9273829628202179
1.0,0.9499999999999998,0.9667728842043081,0.9600309411315616,0.9469353988748754,0.954290471129227,0.9410883809426253,0.9563490955276324,0.950806028148487,0.9490146358816246,0.950806028148487,0.9834479866876621,1.014978550747037,0.9659782641263753,0.9613222336769156,0.9649354692408019,0.9526753170121554,0.9419620368691604,0.9343821948602846,0.9370107112838999,0.9486030441433901,0.9500000000000003,0.9499999999999998,0.944549271597979,0.9434610669017587,0.9253502228602103,0.9512871116399764,0.9555568733869775,0.9407200954955711,0.9287576176007705
1.0,0.9500000000000001,0.963527357922084,0.956186450616403,0.9534696376938709,0.9474755345585667,0.9510894012648433,0.9364927816359143,0.9497615873498773,0.9509590757352714,0.9497615873498773,0.9833244839625963,1.0102042298763987,0.9655693602796919,0.9628593910508709,0.965602787538513,0.9573743577330546,0.948860596099348,0.9424072640242919,0.9436696362632532,0.9512535412995647,0.9500000000000001,0.9499999999999998,0.9532803462451628,0.9489299601184917,0.9308612416725137,0.9552998259663581,0.9459738602243672,0.9441121331439357,0.9374234690309029
1.0,0.95,0.9538145715927075,0.9450515437958206,0.9357936157687402,0.9341877215290034,0.9215317980917921,0.9288612434884779,0.946136581011533,0.9534870050944788,0.946136581011533,0.9858239577244309,1.016155894100666,0.9714084832576418,0.9647365567664908,0.9664720813304511,0.9543020690888075,0.959541864879103,0.9582802461987946,0.9563859691440033,0.9499123553730049,0.9500000000000001,0.95,0.9485711477997553,0.9515860054134657,0.9565421862726584,0.95,0.9327706417156505,0.934692920027472,0.9257865259710127
1.0,0.9500000000000001,0.962247599997172,0.9557134079121987,0.9492734212360193,0.949221803747025,0.94406125639404,0.9472565723018196,0.953696254490104,0.9565488187457248,0.953696254490104,0.984567829657038,1.016516412049532,0.970777660566398,0.9648130876476996,0.9700070104207023,0.9606881960378884,0.9550385162265513,0.9526250842883157,0.9534226451081045,0.9526336643738541,0.95,0.9500000000000001,0.9519742345965942,0.9536952515329344,0.9513143113436044,0.9549580991268157,0.9483131002524431,0.9405837860542545,0.9388626283152023
1.0,0.95,0.9639184590103888,0.9564501230154238,0.9555145989493424,0.9490361289132376,0.9548497031265198,0.9407648182993619,0.9494595179805074,0.9500201076422065,0.9494595179805073,0.9812331388374651,1.014757704362273,0.9688149074906286,0.9642881899621994,0.9590956091254472,0.9460667055468288,0.9565900266675118,0.955599479933273,0.9538606326571494,0.9488719386594856,0.9499999999999998,0.95,0.9491510159743353,0.9518929287408293,0.9503176164873157,0.9537177965044975,0.9488272702824796,0.9314808040490843,0.9136650374782634
1.0,0.95,0.9570068685921026,0.9501001852429138,0.9427668853500366,0.9462534819162659,0.9328255605080791,0.9528595364702527,0.9484979085728341,0.950586196172012,0.9484979085728341,0.9825737538004136,1.012405299767852,0.9647671865846849,0.9612563443950052,0.965757171237649,0.9501918318045117,0.9454807548792109,0.9404156438800961,0.9423782657060321,0.9496960040549655,0.9499999999999998,0.95,0.9401080286340029,0.9402931227421598,0.9209313628695273,0.9500000000000001,0.9464046394898109,0.938643922289291,0.9261767925873163
1.0,0.95,0.9621959576945007,0.9547169529595355,0.9550729401192719,0.9487566541067688,0.9531649005082582,0.9440018992418823,0.9521566619900106,0.954632188178898,0.9521566619900106,0.9825773065822024,1.0229430605657397,0.9690813716834072,0.9615595659867066,0.9702571908267068,0.9610847573415942,0.9467318884482991,0.9412522112336376,0.9444188619557646,0.9494478924192183,0.95,0.9500000000000001,0.9530309992698404,0.9524253505802737,0.9411024744329488,0.9569560319185259,0.9481738608169812,0.9492671665151395,0.9463353760182136
1.0,0.9500000000000001,0.9583795430508544,0.9499288154563355,0.9476126542612278,0.9406357214569078,0.9415600195772605,0.9302328896173407,0.9440800921031104,0.9461993419535936,0.9440800921031104,0.9814591257066655,1.014396891370416,0.9657987718192659,0.9615059654554873,0.9610797272192811,0.9447435049191527,0.9450037968165099,0.9389152107588996,0.9402459453630149,0.9473975549426565,0.9500000000000002,0.9499999999999997,0.9500413018557125,0.9474369504875544,0.9337313358022336,0.9523259043693544,0.9402896568858422,0.945595781187647,0.9455632102363921
1.0,0.9500000000000002,0.9659714357439585,0.9597862000876175,0.9585107785392026,0.9572843030739552,0.9583289602188843,0.961585377043311,0.9553503696336284,0.95504973897606,0.9553503696336284,0.9904995289406276,1.0180290343239904,0.9781422076812116,0.9679910250545511,0.9714038429201285,0.9575321807500553,0.9517596476576361,0.9427308057162325,0.9450087826559187,0.9509974961454215,0.9500000000000001,0.9500000000000001,0.9511309050829517,0.9505627630641543,0.9491658836824155,0.95,0.9561660824118393,0.9425572022750743,0.9338449549867915
